problem,run,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate
LIRCMOP9_BC,3,1,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,2,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,3,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,4,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,5,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,6,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,7,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,8,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,9,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,10,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,11,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,12,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,13,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,14,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,15,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,16,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,17,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,18,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,19,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,20,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LIRCMOP9_BC,3,21,2,1,0.02,2,0,0.0202836503611553,0.0270705777531702,2,2,3,0.000104695597550123,100,0.424725298853758,0.481380172322221,0,1,1,2,2,1,0.243117890793395,0.244487084061179,0,0.244487084061179,119.226646729626,0,-0.0103841060203469,1,0.243264766338847,0.244639253101687,1
LIRCMOP9_BC,3,22,4,1,0.04,4,0,0.0168486076707897,0.0283732581070025,4,17,3,0.000209391195100246,100,0.510452628037476,0.588386499141158,0,14,3,17,17,4.25,0.285525119436231,0.292970027738532,0,0.296254755877917,87.4931784176317,0.411764705882353,-0.0126376315831287,1,0.286840961581234,0.299058115480957,1
LIRCMOP9_BC,3,23,5,1,0.05,5,0,0.00989869373681254,0.0205352596105152,5,16,3,0.000261738993875308,100,0.539525083752731,0.862806140829665,0,12,4,16,16,3.2,0.236219335260553,0.244917189241402,0,0.247629821086823,99.9314758413049,0.5625,0.00724155591326348,1,0.238189981618897,0.249908797391118,1
LIRCMOP9_BC,3,24,5,1,0.05,5,0,0.00990391711220396,0.0169254524281202,5,20,3,0.000261738993875308,100,0.350601053552889,0.756518031982367,0,19,1,20,20,4,0.200303266660786,0.206646502855357,0,0.211359212347165,52.7912514297641,0.5,-0.0011733586092133,1,0.204915508542423,0.213197552063447,1
LIRCMOP9_BC,3,25,4,1,0.04,4,0,0.00644975426094888,0.023315033789052,4,15,3,0.000209391195100246,100,0.330856847289139,0.756518031982367,0,12,3,15,15,3.75,0.241774272510018,0.247481499518604,0,0.247481499518604,58.5797235052919,0.6,0.00917170336211792,1,0.242675659745217,0.248718149644637,1
LIRCMOP9_BC,3,26,5,1,0.05,5,0,0.00746854304870662,0.00927844018780154,5,15,3,0.000261738993875308,100,0.319857798246182,0.411297174799016,0,11,4,15,15,3,0.16222478912903,0.173767963509429,0,0.174599785065575,80.7295540316262,0.533333333333333,0.000132796411466352,1,0.163933267829124,0.175907990292925,1
LIRCMOP9_BC,3,27,4,1,0.04,4,0,0.0119180243944983,0.0235572740581729,4,16,3,0.000209391195100246,100,0.291773352005761,0.411297174799016,0,13,3,16,16,4,0.110686966322763,0.116566190326351,0,0.117212042877107,27.7520182898958,1,0.03682561118697,1,0.115408727579989,0.118331290978824,1
LIRCMOP9_BC,3,28,5,1,0.05,5,0,0.0117397140586488,0.0146344158997612,5,9,3,0.000261738993875308,100,0.248640358804061,0.381278729563634,0,5,4,9,9,1.8,0.0522208551315246,0.0541187650949086,0,0.0545083259289189,69.3121189932253,0.666666666666667,0.0326891796556866,1,0.0527961223771434,0.0545338130412238,1
LIRCMOP9_BC,3,29,3,1,0.03,3,0,0.00749418764505357,0.0135665565703138,3,8,3,0.000157043396325185,100,0.279620722929523,0.308940462293301,0,6,2,8,8,2.66666666666667,0.0212801508648693,0.0220826053044031,0,0.0220826053044031,8.30430294130801,0.75,0.0295152856590392,1,0.0219126890039583,0.0224766702198714,1
LIRCMOP9_BC,3,30,4,1,0.04,4,0,0.00896839471321157,0.0153358323899735,4,20,3,0.000209391195100246,100,0.267318293886677,0.347378570685786,0,20,0,20,20,5,0.0271336890228358,0.029386141695433,0,0.029386141695433,10.0201668321932,1,0.0249445492920286,1,0.0271774106979499,0.0295052881709236,1
LIRCMOP9_BC,3,31,9,1,0.09,9,0,0.00989305081804345,0.0179514401584169,9,20,3,0.000471130188975554,100,0.270830950707161,0.48741956878261,0,20,0,20,20,2.22222222222222,0.0184536688913303,0.0249636364727808,0,0.0249636364727808,14.2790375788486,0.6,0.0212060066427985,1,0.0198273140132635,0.0253277476341113,1
LIRCMOP9_BC,3,32,11,1,0.11,11,0,0.00666309230776527,0.0125978559332462,11,20,3,0.000575825786525677,100,0.284889101293768,0.428142959967384,0,20,0,20,20,1.81818181818182,0.0124492787043644,0.0140899144908757,0,0.0165444051200161,11.5153429495967,0.8,0.0483985626408977,0.909090909090909,0.0139987269016287,0.0169654823561,1
LIRCMOP9_BC,3,33,13,1,0.13,13,0,0.00864518415207983,0.0181553013205121,13,20,3,0.0006805213840758,100,0.253766868296632,0.446529192274926,0,20,0,20,20,1.53846153846154,0.0314318565892052,0.0326586075873296,0,0.0350280447705055,37.0497267724082,0.9,0.0110482310699381,0.769230769230769,0.0329987950091635,0.0356403111249889,1
LIRCMOP9_BC,3,34,8,1,0.08,8,0,0.00685919859707895,0.0113624004899458,8,20,3,0.000418782390200492,100,0.299889242256673,0.400256505291564,0,20,0,20,20,2.5,0.0156476292092345,0.0168714650150682,0,0.0168714650150682,17.8316881762898,1,0.0719193573080774,0.75,0.0164104717258518,0.0171961644592944,1
LIRCMOP9_BC,3,35,9,1,0.09,9,0,0.00878668618625539,0.017758992218106,9,20,3,0.000471130188975554,100,0.241538270436477,0.448836755557663,0,20,0,20,19,2.22222222222222,0.0129393255473162,0.0190598220178513,0,0.0195112814310526,19.1312180508504,0.9,0.0338124823905122,0.777777777777778,0.0182904759841671,0.0216392747847227,0.95
LIRCMOP9_BC,3,36,9,1,0.09,9,0,0.00711330698181483,0.0200571575846216,9,20,3,0.000471130188975554,100,0.339454493097566,0.484160875764442,0,20,0,20,0,2.22222222222222,0.000868363548826712,0.00228249583629064,0,0.00681637039814581,4.6951920253187,0.55,0.00565551436587008,0,0.00519417050371835,0.00881989575131721,0
