problem,stage,loss,stream,addedUpdates,reverseFeasibleCoverage,reverseInfeasibleCoverage,f1Offset,f2Offset,f1BaseOffset,f2BaseOffset,f1EnergyOffset,f2EnergyOffset,medianTrueFeasibleNeighborRMS,medianGeneratedFeasibleNeighborRMS
LIRCMOP8_BC,late,adversarial,3,2000,0.197523218098934,0.135480906819088,-0.157417818723757,-0.128396183769994,0.00443867595740597,0.00135178169825887,-0.161856494681163,-0.129747965468253,0.0575354821952557,0.00524528286214348
LIRCMOP8_BC,late,distance,1,0,0.0758479104501531,0.0699307714558507,-0.00506134688011155,0.215677048784116,-0.0114405242631647,0.0149608408778021,0.00637917738305311,0.200716207906314,0.0575354821952557,0.00604910670181493
LIRCMOP8_BC,late,distance,1,20,0.121588293042875,0.091694702782695,-0.135703563296426,0.0256617278684716,-0.0152967009295992,0.0198640159092371,-0.120406862366827,0.00579771195923452,0.0575354821952557,0.00592196600108574
LIRCMOP8_BC,late,distance,1,200,0.173818413184725,0.114228854886489,-0.16182773626024,-0.118928371696251,-0.00414060554221555,0.0101506830468835,-0.157687130718025,-0.129079054743134,0.0575354821952557,0.00662952502703005
LIRCMOP8_BC,late,distance,1,2000,0.19770174705089,0.133519175305475,-0.170738775407763,-0.129935867743124,0.000569534893442598,0.00859580121997148,-0.171308310301206,-0.138531668963095,0.0575354821952557,0.00554923461738247
LIRCMOP8_BC,late,distance,2,0,0.0758479104501531,0.0699307714558507,-0.00506134688011155,0.215677048784116,-0.0114405242631647,0.0149608408778021,0.00637917738305311,0.200716207906314,0.0575354821952557,0.00604910670181493
LIRCMOP8_BC,late,distance,2,20,0.123325286291003,0.0936042525449962,-0.135444049229463,0.0320603085500041,-0.0126625374379339,0.0168068334155423,-0.122781511791529,0.0152534751344618,0.0575354821952557,0.00585171373131403
LIRCMOP8_BC,late,distance,2,200,0.168599219317223,0.110396686650225,-0.161519267641063,-0.115400337743611,-0.00136897760818685,0.00620172770883093,-0.160150290032876,-0.121602065452442,0.0575354821952557,0.00646006417933737
LIRCMOP8_BC,late,distance,2,2000,0.191241830491888,0.128276886013957,-0.166727750998535,-0.121227617250668,-0.00168631069171361,0.0104414577158363,-0.165041440306821,-0.131669074966504,0.0575354821952557,0.00581408835667243
LIRCMOP8_BC,late,distance,3,0,0.0758479104501531,0.0699307714558507,-0.00506134688011155,0.215677048784116,-0.0114405242631647,0.0149608408778021,0.00637917738305311,0.200716207906314,0.0575354821952557,0.00604910670181493
