problem,stage,stream,addedUpdates,exactDistanceRatio,seenObjectiveGapRatio,singletonObjectiveGapRatio,conditionalSeenGapRatio,objectiveGapRatio,reverseCoverageGapRatio,directionErrorRatio,weightedDecisionMSERatio,supportCriterion
LIRCMOP7_BC,middle,2.0,200.0,0.8736071358994163,0.5765086835756721,0.5423736353565735,0.904911241868076,0.6659056060591697,1.248373262427181,0.9406515506182882,0.791419818265744,0
LIRCMOP7_BC,middle,2.0,2000.0,0.8555037387869016,0.4059803054746268,0.3889850984895883,0.760747635699033,0.4689360075349106,1.3365739165035873,0.47532190720612605,0.7737466894901602,0
LIRCMOP7_BC,middle,3.0,20.0,0.951403351005756,0.8796853607948099,0.8719526774078831,0.9191319300165341,0.913038703923321,1.0250189262857468,0.8978072917886607,0.9170708735386677,0
LIRCMOP7_BC,middle,3.0,200.0,0.869041191660833,0.6661936182392548,0.638924482879183,0.946433105729261,0.7615805485963969,1.2241376763204783,0.7938860207399074,0.7784430530486659,0
LIRCMOP7_BC,middle,3.0,2000.0,0.8495931594279642,0.5735419283773242,0.5482145908997182,0.9074197360807892,0.6637989439212845,1.523708624642333,0.2648252210198383,0.7872859928096897,0
LIRCMOP8_BC,early,1.0,20.0,0.824423471523604,0.8315338274415696,0.8294476758001338,0.7957304037758257,0.9359479602671297,2.2940593563956697,0.9060216653374827,0.6981048493558936,0
LIRCMOP8_BC,early,1.0,200.0,0.8130370809531461,0.7906427438432376,0.7824933916488795,0.837078649095762,0.7438608998140498,1.7012626298285434,0.5408911865263002,0.7037367578133491,0
LIRCMOP8_BC,early,1.0,2000.0,0.7978285287707356,0.7404420483139351,0.7217183557333868,0.7804051316498999,0.8103274930462081,1.247178259208165,0.5830020030670848,0.6808584087712464,0
LIRCMOP8_BC,early,2.0,20.0,0.8195392812621948,0.9052959045420093,0.8720149909014088,0.9447367550672833,0.9501278391572575,1.925064317581875,0.6551352712414737,0.7006479639961063,0
LIRCMOP8_BC,early,2.0,200.0,0.8618451897238985,0.9280667354067059,0.8995879294032115,0.9653532840661979,0.9287960553824193,1.5124103607653252,0.9731727112408065,0.7889604934531997,0
LIRCMOP8_BC,early,2.0,2000.0,0.8424277612842351,0.9230556024909778,0.9093585635563152,0.9176132227122535,0.9574638587755562,1.1458226138200223,1.1041241989476858,0.7635268104441286,0
LIRCMOP8_BC,early,3.0,20.0,0.8324713558599104,0.8531461988491674,0.8228287720458439,0.8917781049657492,0.9378789820738808,1.7966829096535764,0.6868376464815429,0.7181660576021515,0
LIRCMOP8_BC,early,3.0,200.0,0.8364735924565756,1.013237141491152,1.018736300855059,0.9484728061198391,0.9192687822443736,1.7288552212139414,1.1814756130455808,0.7413342119943255,0
LIRCMOP8_BC,early,3.0,2000.0,0.8524909670781786,0.6154477981679611,0.6093570244634343,0.7656697401357581,0.901644441343498,1.3987900462883327,0.5631410153921589,0.7579012251894869,0
LIRCMOP8_BC,late,1.0,20.0,0.8202370816326324,0.48387801593293317,0.42746154453447155,0.6949394979161388,0.5528059412042603,1.0301126899932613,0.4820962878307007,0.717878756876784,1
LIRCMOP8_BC,late,1.0,200.0,0.8357029156309153,0.8245927841479191,0.8112409183141874,1.0929153666707245,0.9059610403058693,2.1454232877863424,0.9703238272228119,0.7002160848215265,0
LIRCMOP8_BC,late,1.0,2000.0,0.8198600322544567,0.8333731427954689,0.7813988759105372,1.077305980898247,0.8069253247471877,1.781658733546313,0.6688442298023424,0.7052464091961658,0
LIRCMOP8_BC,late,2.0,20.0,0.8585359229453554,1.1301719892191535,1.0883672854600306,1.1536750918817429,1.1580784414778595,1.6374649486584671,0.9362017284775278,0.7634599705764814,0
LIRCMOP8_BC,late,2.0,200.0,0.8488712243165303,1.2033090462917404,1.1898357170397398,1.1305771190370124,1.2465520445521017,1.9630337885703861,0.9200324744689412,0.7155425227996117,0
