problem,stage,addedUpdates,pairedStreams,supportCount,exactDistanceRatioGeoMean,seenObjectiveGapRatioGeoMean,singletonObjectiveGapRatioGeoMean,conditionalSeenGapRatioGeoMean,objectiveGapRatioGeoMean,reverseCoverageGapRatioGeoMean,directionErrorRatioGeoMean,weightedDecisionMSERatioGeoMean
LIRCMOP5_BC,early,20.0,3,0,0.9486801285831861,1.0193787488616544,1.0317659251602418,1.0411628261875394,0.9326114686726839,1.0685968526547136,0.8096894710594637,0.9192300173546358
LIRCMOP5_BC,early,200.0,3,0,0.8995950175581289,0.9060491589327954,0.9172256728917605,0.9827796019874175,0.9050643257204956,1.0934594293206157,0.7989268218420122,0.8512936592268157
LIRCMOP5_BC,early,2000.0,3,0,0.87589187998482,0.9606652224506322,0.938162556565865,0.9482437939107343,0.9070080247326298,1.14759751156033,0.7860215099237817,0.8076780470092138
LIRCMOP5_BC,late,20.0,3,3,0.7143275234570076,0.42415987335479133,0.4578561437771516,0.8458998744842567,0.8007581572074337,0.881262729783238,0.7311877279604163,0.7221902352706658
LIRCMOP5_BC,late,200.0,3,3,0.6563364684018947,0.29170511079586525,0.3253575220694128,0.7041084805944369,0.2031011097845163,0.5363728410781078,0.6541427954548569,0.7389831926373264
LIRCMOP5_BC,late,2000.0,3,2,0.6162247373125316,0.446980169077152,0.4637713547579064,0.8359045337391653,0.8544022126799946,0.5647406564533908,1.4617181144895146,0.7974359618245899
LIRCMOP5_BC,middle,20.0,3,2,0.8679040914183597,0.4460580098325021,0.4328673025515911,0.6780345732624906,0.4542751236058194,0.9742413827449967,0.8119106596587365,0.7668051748630516
LIRCMOP5_BC,middle,200.0,3,0,0.826906620469343,0.6724561474080952,0.689905603167115,1.0820353656436152,0.7433980499561113,1.2526918741715918,0.6322009618881295,0.8036969033919986
LIRCMOP5_BC,middle,2000.0,3,2,0.9294985606659684,0.7021772298743817,0.7115312595662774,0.9945650210140036,0.7749396573238664,1.0750462822288673,0.691537313751079,1.000555513778271
LIRCMOP6_BC,early,20.0,3,0,0.9220710699698974,0.9458406623535223,0.9175946669693242,1.1528524158885665,0.7942811415611324,1.246324052928599,0.85086244376366,0.8748043972114306
LIRCMOP6_BC,early,200.0,3,0,0.8991833959891404,1.1398648690379674,1.1226841902389486,1.0721977018683961,0.7252845606599948,1.4172899417036675,0.6809531307584401,0.8182962859742685
