FE,IGD,HV,guidedCount,problem,stage,mode
81800,0.0231410707265991,0.282387804840562,0,LIRCMOP5_BC,late,raw
82000,0.0226252256451681,0.282878481885049,0,LIRCMOP5_BC,late,raw
82200,0.0223703331512783,0.282946374838987,0,LIRCMOP5_BC,late,raw
82400,0.0223663510467857,0.282951339036764,0,LIRCMOP5_BC,late,raw
82600,0.0220091661954216,0.283063722953994,0,LIRCMOP5_BC,late,raw
82800,0.0220139724067187,0.283062216748991,0,LIRCMOP5_BC,late,raw
83000,0.022013970040931,0.283054298370849,0,LIRCMOP5_BC,late,raw
83200,0.0220242283385871,0.283041282050212,0,LIRCMOP5_BC,late,raw
83400,0.0220062924779397,0.283048141215497,0,LIRCMOP5_BC,late,raw
83600,0.0219394190901607,0.283068664515362,0,LIRCMOP5_BC,late,raw
83800,0.0219239056473812,0.283089294093204,0,LIRCMOP5_BC,late,raw
84000,0.0218913238377698,0.283111879558025,0,LIRCMOP5_BC,late,raw
84200,0.0218913238377698,0.283111879558025,0,LIRCMOP5_BC,late,raw
84400,0.0218913238377698,0.283111879558025,0,LIRCMOP5_BC,late,raw
84600,0.0216423178394965,0.283199722529007,0,LIRCMOP5_BC,late,raw
84800,0.0215564446674719,0.283228296723999,0,LIRCMOP5_BC,late,raw
85000,0.0215145029914622,0.283268016668089,0,LIRCMOP5_BC,late,raw
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,adversarial20
80200,0.0230812521226877,0.282358729365395,20,LIRCMOP5_BC,late,adversarial20
80400,0.0230812521226877,0.282365582837403,0,LIRCMOP5_BC,late,adversarial20
80600,0.0231017129116959,0.282369715295796,0,LIRCMOP5_BC,late,adversarial20
80800,0.0230148532302341,0.282403883098952,0,LIRCMOP5_BC,late,adversarial20
81000,0.0227701311999461,0.28248103093243,0,LIRCMOP5_BC,late,adversarial20
81200,0.0226906283661406,0.282535614850396,0,LIRCMOP5_BC,late,adversarial20
81400,0.0226962372278373,0.282525906884481,0,LIRCMOP5_BC,late,adversarial20
81600,0.0226840151449295,0.282535804378853,0,LIRCMOP5_BC,late,adversarial20
81800,0.0223366817786206,0.282646124037375,0,LIRCMOP5_BC,late,adversarial20
82000,0.0221668528068742,0.282701469838623,0,LIRCMOP5_BC,late,adversarial20
82200,0.0219606532082965,0.282789364924783,0,LIRCMOP5_BC,late,adversarial20
82400,0.0217599313343572,0.28285861045172,0,LIRCMOP5_BC,late,adversarial20
82600,0.0215518588148886,0.282963104497933,0,LIRCMOP5_BC,late,adversarial20
82800,0.021467556796903,0.282992235400146,0,LIRCMOP5_BC,late,adversarial20
83000,0.0214049167149637,0.283024803933706,0,LIRCMOP5_BC,late,adversarial20
83200,0.0214476387167289,0.283004310234193,0,LIRCMOP5_BC,late,adversarial20
83400,0.0214476387167289,0.282999489301844,0,LIRCMOP5_BC,late,adversarial20
83600,0.0214506787848338,0.283004341233992,0,LIRCMOP5_BC,late,adversarial20
83800,0.0214562056836574,0.282997042724623,0,LIRCMOP5_BC,late,adversarial20
84000,0.0213786417386234,0.283030446777632,0,LIRCMOP5_BC,late,adversarial20
84200,0.0213742220475382,0.283036643002801,0,LIRCMOP5_BC,late,adversarial20
84400,0.0212004666808001,0.283120568438118,0,LIRCMOP5_BC,late,adversarial20
84600,0.0212004666808001,0.283120568438118,0,LIRCMOP5_BC,late,adversarial20
84800,0.0211741065741626,0.283131983804608,0,LIRCMOP5_BC,late,adversarial20
85000,0.0210151968234111,0.283217139292911,0,LIRCMOP5_BC,late,adversarial20
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,distance20
80200,0.0231019072495967,0.282365964108871,20,LIRCMOP5_BC,late,distance20
80400,0.022911695465822,0.282431172819979,0,LIRCMOP5_BC,late,distance20
80600,0.0227648835378426,0.282485084809403,0,LIRCMOP5_BC,late,distance20
80800,0.022669760291556,0.28253345330503,0,LIRCMOP5_BC,late,distance20
81000,0.0226172366967231,0.282589550457439,0,LIRCMOP5_BC,late,distance20
81200,0.0225835731638203,0.282604385467309,0,LIRCMOP5_BC,late,distance20
81400,0.0225432180930406,0.282612939174358,0,LIRCMOP5_BC,late,distance20
81600,0.0225037921514791,0.282672749312627,0,LIRCMOP5_BC,late,distance20
81800,0.0225094010131758,0.282669523452356,0,LIRCMOP5_BC,late,distance20
82000,0.0225064630926052,0.282666920414397,0,LIRCMOP5_BC,late,distance20
82200,0.0225033265361144,0.282676394847911,0,LIRCMOP5_BC,late,distance20
82400,0.0225022394759263,0.282683646909037,0,LIRCMOP5_BC,late,distance20
82600,0.0223859095022003,0.2827544018202,0,LIRCMOP5_BC,late,distance20
82800,0.0221861646489889,0.282796874901929,0,LIRCMOP5_BC,late,distance20
83000,0.0221416223544532,0.282838286331359,0,LIRCMOP5_BC,late,distance20
83200,0.0221354150365499,0.282835811908031,0,LIRCMOP5_BC,late,distance20
83400,0.0220392803809576,0.282882146804126,0,LIRCMOP5_BC,late,distance20
83600,0.0219951878731024,0.282900986716872,0,LIRCMOP5_BC,late,distance20
83800,0.0219950970918142,0.282901013588668,0,LIRCMOP5_BC,late,distance20
84000,0.0219576992379562,0.282911396300476,0,LIRCMOP5_BC,late,distance20
84200,0.0218756955877128,0.282937853865631,0,LIRCMOP5_BC,late,distance20
84400,0.0218756955877128,0.282937853865631,0,LIRCMOP5_BC,late,distance20
84600,0.0216793309196838,0.283011906565611,0,LIRCMOP5_BC,late,distance20
84800,0.0215345075847835,0.283057210654692,0,LIRCMOP5_BC,late,distance20
85000,0.0215499009911274,0.28305125417929,0,LIRCMOP5_BC,late,distance20
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,adversarial2000
80200,0.0230812521226877,0.282358729365395,20,LIRCMOP5_BC,late,adversarial2000
80400,0.0230716366099904,0.282378241190798,0,LIRCMOP5_BC,late,adversarial2000
80600,0.0230274252076077,0.282409517224909,0,LIRCMOP5_BC,late,adversarial2000
80800,0.0230365369786898,0.282414436874332,0,LIRCMOP5_BC,late,adversarial2000
81000,0.0230421458403865,0.282413496266774,0,LIRCMOP5_BC,late,adversarial2000
81200,0.022684102315811,0.282501749938607,0,LIRCMOP5_BC,late,adversarial2000
81400,0.0226722329395276,0.282507200136176,0,LIRCMOP5_BC,late,adversarial2000
81600,0.0226201520986132,0.282536051106792,0,LIRCMOP5_BC,late,adversarial2000
81800,0.0226201520986132,0.282536051106792,0,LIRCMOP5_BC,late,adversarial2000
82000,0.022592708403575,0.28255313540231,0,LIRCMOP5_BC,late,adversarial2000
82200,0.022614869878375,0.282542345556063,0,LIRCMOP5_BC,late,adversarial2000
82400,0.0225851843409665,0.282555350277299,0,LIRCMOP5_BC,late,adversarial2000
82600,0.0222568466242342,0.282693261873108,0,LIRCMOP5_BC,late,adversarial2000
82800,0.022254591019056,0.282700315594895,0,LIRCMOP5_BC,late,adversarial2000
83000,0.0221789933151054,0.282725346897295,0,LIRCMOP5_BC,late,adversarial2000
83200,0.0220718410196721,0.282781980734717,0,LIRCMOP5_BC,late,adversarial2000
83400,0.0220789008926031,0.282784152577108,0,LIRCMOP5_BC,late,adversarial2000
83600,0.0220105587099241,0.282809016025614,0,LIRCMOP5_BC,late,adversarial2000
83800,0.0219066841689152,0.282853968509907,0,LIRCMOP5_BC,late,adversarial2000
84000,0.0219527809501484,0.282827341856006,0,LIRCMOP5_BC,late,adversarial2000
84200,0.0218866027035472,0.282852666583947,0,LIRCMOP5_BC,late,adversarial2000
84400,0.021860915181604,0.282870935272645,0,LIRCMOP5_BC,late,adversarial2000
84600,0.0218614684337449,0.28286758940395,0,LIRCMOP5_BC,late,adversarial2000
84800,0.0218560670567596,0.282872429268439,0,LIRCMOP5_BC,late,adversarial2000
85000,0.0218542071981244,0.282879031496132,0,LIRCMOP5_BC,late,adversarial2000
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,distance2000
80200,0.0227160298018304,0.282493886655724,20,LIRCMOP5_BC,late,distance2000
80400,0.0227211506330005,0.282489720968564,0,LIRCMOP5_BC,late,distance2000
80600,0.0227211506330005,0.282490673227398,0,LIRCMOP5_BC,late,distance2000
80800,0.0227776510381837,0.282469921559961,0,LIRCMOP5_BC,late,distance2000
81000,0.0226352196782489,0.282522877435016,0,LIRCMOP5_BC,late,distance2000
81200,0.0225311998122513,0.282559002220766,0,LIRCMOP5_BC,late,distance2000
81400,0.0224667121376006,0.282588155108763,0,LIRCMOP5_BC,late,distance2000
81600,0.0223954290452301,0.282601058573435,0,LIRCMOP5_BC,late,distance2000
81800,0.0223291946349363,0.282645748311677,0,LIRCMOP5_BC,late,distance2000
82000,0.0222837862563148,0.282669583983169,0,LIRCMOP5_BC,late,distance2000
82200,0.0222370114828373,0.28268437841906,0,LIRCMOP5_BC,late,distance2000
82400,0.0222124751463949,0.282695520862647,0,LIRCMOP5_BC,late,distance2000
82600,0.0220810129754435,0.282763869650834,0,LIRCMOP5_BC,late,distance2000
82800,0.0217764713851395,0.282852712701253,0,LIRCMOP5_BC,late,distance2000
83000,0.0217075247398523,0.282893526401521,0,LIRCMOP5_BC,late,distance2000
83200,0.0217004737856679,0.282891091614518,0,LIRCMOP5_BC,late,distance2000
83400,0.0217253125408241,0.282869803829482,0,LIRCMOP5_BC,late,distance2000
83600,0.0217295724550937,0.28286264167521,0,LIRCMOP5_BC,late,distance2000
83800,0.0216505349060871,0.28289551655719,0,LIRCMOP5_BC,late,distance2000
84000,0.0216188486619849,0.282910885300799,0,LIRCMOP5_BC,late,distance2000
84200,0.0216188486619849,0.282910885300799,0,LIRCMOP5_BC,late,distance2000
84400,0.0216425956820793,0.282885242610112,0,LIRCMOP5_BC,late,distance2000
84600,0.0215339097329896,0.282918737398013,0,LIRCMOP5_BC,late,distance2000
84800,0.021367898213681,0.282991695597729,0,LIRCMOP5_BC,late,distance2000
85000,0.0213069948872243,0.283008965851034,0,LIRCMOP5_BC,late,distance2000
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,de
80200,0.0230812521226877,0.282358729365395,0,LIRCMOP5_BC,late,de
80400,0.0230671258714371,0.282376551302544,0,LIRCMOP5_BC,late,de
80600,0.0228086023821483,0.282476784066319,0,LIRCMOP5_BC,late,de
80800,0.0226790203199783,0.282513545002258,0,LIRCMOP5_BC,late,de
81000,0.0227284995539576,0.282497971834821,0,LIRCMOP5_BC,late,de
81200,0.022502232788576,0.282548763634277,0,LIRCMOP5_BC,late,de
81400,0.0225207929046397,0.282541517549364,0,LIRCMOP5_BC,late,de
81600,0.0224096269756671,0.282577968782608,0,LIRCMOP5_BC,late,de
81800,0.0223053559612796,0.28264279953048,0,LIRCMOP5_BC,late,de
82000,0.0222257940306444,0.282681248296796,0,LIRCMOP5_BC,late,de
82200,0.0220072579497384,0.282769676154551,0,LIRCMOP5_BC,late,de
82400,0.021863374382232,0.28282847682756,0,LIRCMOP5_BC,late,de
82600,0.0218759174865671,0.282825976971585,0,LIRCMOP5_BC,late,de
82800,0.0217876018403864,0.282859161293274,0,LIRCMOP5_BC,late,de
83000,0.0216838849526407,0.282884313550953,0,LIRCMOP5_BC,late,de
83200,0.0216797545342619,0.282941355279516,0,LIRCMOP5_BC,late,de
83400,0.0213997715371042,0.283038127526249,0,LIRCMOP5_BC,late,de
83600,0.0212771133945283,0.283102877542254,0,LIRCMOP5_BC,late,de
83800,0.0213138129393906,0.283087507246485,0,LIRCMOP5_BC,late,de
84000,0.0213340297716552,0.283068770521944,0,LIRCMOP5_BC,late,de
84200,0.0213340297716552,0.283068770521944,0,LIRCMOP5_BC,late,de
84400,0.0212937678869122,0.283087614870365,0,LIRCMOP5_BC,late,de
84600,0.0212101865528403,0.283104071185589,0,LIRCMOP5_BC,late,de
84800,0.0210384581135088,0.283167726443608,0,LIRCMOP5_BC,late,de
85000,0.0210808107372973,0.283143811062072,0,LIRCMOP5_BC,late,de
80000,0.0231293045717907,0.282353023446592,0,LIRCMOP5_BC,late,pair_only
80200,0.0227474089659646,0.2825515790673,12,LIRCMOP5_BC,late,pair_only
80400,0.0226789838786883,0.282566817076706,0,LIRCMOP5_BC,late,pair_only
80600,0.0224930927072689,0.282626207562258,0,LIRCMOP5_BC,late,pair_only
80800,0.0222981076057189,0.282685562033708,0,LIRCMOP5_BC,late,pair_only
81000,0.0222488958147744,0.282708776369725,0,LIRCMOP5_BC,late,pair_only
81200,0.0222431723719978,0.282730152481196,0,LIRCMOP5_BC,late,pair_only
81400,0.022261507786724,0.282714112153824,0,LIRCMOP5_BC,late,pair_only
81600,0.0219898217292916,0.282791145593682,0,LIRCMOP5_BC,late,pair_only
81800,0.0220001253221407,0.282810858692747,0,LIRCMOP5_BC,late,pair_only
82000,0.0219573461092547,0.282831491702503,0,LIRCMOP5_BC,late,pair_only
82200,0.0218150845969967,0.282896198365154,0,LIRCMOP5_BC,late,pair_only
82400,0.021628089860868,0.282973637277906,0,LIRCMOP5_BC,late,pair_only
82600,0.0214725278579588,0.283045620059342,0,LIRCMOP5_BC,late,pair_only
82800,0.021376638342348,0.28311459132451,0,LIRCMOP5_BC,late,pair_only
83000,0.0213482229513537,0.283136112085534,0,LIRCMOP5_BC,late,pair_only
83200,0.0211540110350593,0.283206825181292,0,LIRCMOP5_BC,late,pair_only
83400,0.0208523885315579,0.283268232485225,0,LIRCMOP5_BC,late,pair_only
83600,0.0208452263791366,0.283284545776033,0,LIRCMOP5_BC,late,pair_only
83800,0.0208387365226468,0.283297403464931,0,LIRCMOP5_BC,late,pair_only
84000,0.0207813651802348,0.283318624450804,0,LIRCMOP5_BC,late,pair_only
84200,0.0207946231880888,0.283304764835894,0,LIRCMOP5_BC,late,pair_only
84400,0.020841108650301,0.283299445434405,0,LIRCMOP5_BC,late,pair_only
84600,0.0208075574072314,0.283309846797135,0,LIRCMOP5_BC,late,pair_only
84800,0.020810952592889,0.283309431414266,0,LIRCMOP5_BC,late,pair_only
85000,0.0208154307079757,0.28330750913806,0,LIRCMOP5_BC,late,pair_only
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,raw
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,raw
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,raw
20600,1.34791215973994,0,0,LIRCMOP6_BC,early,raw
20800,1.34791215973994,0,0,LIRCMOP6_BC,early,raw
21000,1.34791215973994,0,0,LIRCMOP6_BC,early,raw
21200,1.34755424432227,0,0,LIRCMOP6_BC,early,raw
21400,1.34755424432227,0,0,LIRCMOP6_BC,early,raw
21600,1.34745512999668,0,0,LIRCMOP6_BC,early,raw
21800,1.34745512999668,0,0,LIRCMOP6_BC,early,raw
22000,1.34745512999668,0,0,LIRCMOP6_BC,early,raw
22200,1.34745512999668,0,0,LIRCMOP6_BC,early,raw
22400,1.34745512999668,0,0,LIRCMOP6_BC,early,raw
22600,1.3475718318869,0,0,LIRCMOP6_BC,early,raw
22800,1.3475718318869,0,0,LIRCMOP6_BC,early,raw
23000,1.34700208760507,0,0,LIRCMOP6_BC,early,raw
23200,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
23400,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
23600,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
23800,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
24000,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
24200,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
24400,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
24600,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
24800,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
25000,1.34694046850355,0,0,LIRCMOP6_BC,early,raw
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,adversarial20
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,adversarial20
20400,1.34736833039626,0,0,LIRCMOP6_BC,early,adversarial20
20600,1.34736833039626,0,0,LIRCMOP6_BC,early,adversarial20
20800,1.34748503228649,0,0,LIRCMOP6_BC,early,adversarial20
21000,1.34747486025176,0,0,LIRCMOP6_BC,early,adversarial20
21200,1.34747486025176,0,0,LIRCMOP6_BC,early,adversarial20
21400,1.34747486025176,0,0,LIRCMOP6_BC,early,adversarial20
21600,1.34747486025176,0,0,LIRCMOP6_BC,early,adversarial20
21800,1.34747486025176,0,0,LIRCMOP6_BC,early,adversarial20
22000,1.34785130943981,0,0,LIRCMOP6_BC,early,adversarial20
22200,1.34785130943981,0,0,LIRCMOP6_BC,early,adversarial20
22400,1.34823498260511,0,0,LIRCMOP6_BC,early,adversarial20
22600,1.34823498260511,0,0,LIRCMOP6_BC,early,adversarial20
22800,1.34816643446949,0,0,LIRCMOP6_BC,early,adversarial20
23000,1.34816643446949,0,0,LIRCMOP6_BC,early,adversarial20
23200,1.34816643446949,0,0,LIRCMOP6_BC,early,adversarial20
23400,1.34816643446949,0,0,LIRCMOP6_BC,early,adversarial20
23600,1.34816643446949,0,0,LIRCMOP6_BC,early,adversarial20
23800,1.34751398280831,0,0,LIRCMOP6_BC,early,adversarial20
24000,1.34751398280831,0,0,LIRCMOP6_BC,early,adversarial20
24200,1.34751398280831,0,0,LIRCMOP6_BC,early,adversarial20
24400,1.34751398280831,0,0,LIRCMOP6_BC,early,adversarial20
24600,1.34751398280831,0,0,LIRCMOP6_BC,early,adversarial20
24800,1.34749637040122,0,0,LIRCMOP6_BC,early,adversarial20
25000,1.34749637040122,0,0,LIRCMOP6_BC,early,adversarial20
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,distance20
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
20600,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
20800,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
21000,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
21200,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
21400,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
21600,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
21800,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
22000,1.34791215973994,0,0,LIRCMOP6_BC,early,distance20
22200,1.34802886163017,0,0,LIRCMOP6_BC,early,distance20
22400,1.34802886163017,0,0,LIRCMOP6_BC,early,distance20
22600,1.34782793946714,0,0,LIRCMOP6_BC,early,distance20
22800,1.34782793946714,0,0,LIRCMOP6_BC,early,distance20
23000,1.34782793946714,0,0,LIRCMOP6_BC,early,distance20
23200,1.34782793946714,0,0,LIRCMOP6_BC,early,distance20
23400,1.34782793946714,0,0,LIRCMOP6_BC,early,distance20
23600,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
23800,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
24000,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
24200,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
24400,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
24600,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
24800,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
25000,1.34814010236232,0,0,LIRCMOP6_BC,early,distance20
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,adversarial2000
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,adversarial2000
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,adversarial2000
20600,1.34771870371388,0,0,LIRCMOP6_BC,early,adversarial2000
20800,1.34710449601828,0,0,LIRCMOP6_BC,early,adversarial2000
21000,1.34703236938714,0,0,LIRCMOP6_BC,early,adversarial2000
21200,1.34703236938714,0,0,LIRCMOP6_BC,early,adversarial2000
21400,1.34703236938714,0,0,LIRCMOP6_BC,early,adversarial2000
21600,1.34677983394318,0,0,LIRCMOP6_BC,early,adversarial2000
21800,1.34677983394318,0,0,LIRCMOP6_BC,early,adversarial2000
22000,1.34677983394318,0,0,LIRCMOP6_BC,early,adversarial2000
22200,1.34677983394318,0,0,LIRCMOP6_BC,early,adversarial2000
22400,1.34677983394318,0,0,LIRCMOP6_BC,early,adversarial2000
22600,1.34679914808847,0,0,LIRCMOP6_BC,early,adversarial2000
22800,1.34679914808847,0,0,LIRCMOP6_BC,early,adversarial2000
23000,1.34679914808847,0,0,LIRCMOP6_BC,early,adversarial2000
23200,1.34679914808847,0,0,LIRCMOP6_BC,early,adversarial2000
23400,1.34679914808847,0,0,LIRCMOP6_BC,early,adversarial2000
23600,1.346747982483,0,0,LIRCMOP6_BC,early,adversarial2000
23800,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
24000,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
24200,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
24400,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
24600,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
24800,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
25000,1.34684495315659,0,0,LIRCMOP6_BC,early,adversarial2000
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,distance2000
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,distance2000
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,distance2000
20600,1.34779169162951,0,0,LIRCMOP6_BC,early,distance2000
20800,1.34779169162951,0,0,LIRCMOP6_BC,early,distance2000
21000,1.34779169162951,0,0,LIRCMOP6_BC,early,distance2000
21200,1.34790839351974,0,0,LIRCMOP6_BC,early,distance2000
21400,1.34780470537107,0,0,LIRCMOP6_BC,early,distance2000
21600,1.34780470537107,0,0,LIRCMOP6_BC,early,distance2000
21800,1.34780470537107,0,0,LIRCMOP6_BC,early,distance2000
22000,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
22200,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
22400,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
22600,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
22800,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
23000,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
23200,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
23400,1.3479251734815,0,0,LIRCMOP6_BC,early,distance2000
23600,1.34757881122356,0,0,LIRCMOP6_BC,early,distance2000
23800,1.34768678674878,0,0,LIRCMOP6_BC,early,distance2000
24000,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
24200,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
24400,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
24600,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
24800,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
25000,1.34768069599767,0,0,LIRCMOP6_BC,early,distance2000
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,de
20200,1.34791215973994,0,0,LIRCMOP6_BC,early,de
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,de
20600,1.34791215973994,0,0,LIRCMOP6_BC,early,de
20800,1.3473938172703,0,0,LIRCMOP6_BC,early,de
21000,1.3473938172703,0,0,LIRCMOP6_BC,early,de
21200,1.3473938172703,0,0,LIRCMOP6_BC,early,de
21400,1.34751051916052,0,0,LIRCMOP6_BC,early,de
21600,1.34751051916052,0,0,LIRCMOP6_BC,early,de
21800,1.34751051916052,0,0,LIRCMOP6_BC,early,de
22000,1.34741515676507,0,0,LIRCMOP6_BC,early,de
22200,1.34661312391496,0,0,LIRCMOP6_BC,early,de
22400,1.34661312391496,0,0,LIRCMOP6_BC,early,de
22600,1.34661312391496,0,0,LIRCMOP6_BC,early,de
22800,1.34660276979687,0,0,LIRCMOP6_BC,early,de
23000,1.34660276979687,0,0,LIRCMOP6_BC,early,de
23200,1.34660276979687,0,0,LIRCMOP6_BC,early,de
23400,1.34660276979687,0,0,LIRCMOP6_BC,early,de
23600,1.34659367804169,0,0,LIRCMOP6_BC,early,de
23800,1.34659367804169,0,0,LIRCMOP6_BC,early,de
24000,1.34659367804169,0,0,LIRCMOP6_BC,early,de
24200,1.34659367804169,0,0,LIRCMOP6_BC,early,de
24400,1.34659367804169,0,0,LIRCMOP6_BC,early,de
24600,1.34659367804169,0,0,LIRCMOP6_BC,early,de
24800,1.34659367804169,0,0,LIRCMOP6_BC,early,de
25000,1.34659367804169,0,0,LIRCMOP6_BC,early,de
20000,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
20200,1.34791215973994,0,20,LIRCMOP6_BC,early,pair_only
20400,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
20600,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
20800,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
21000,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
21200,1.34791215973994,0,0,LIRCMOP6_BC,early,pair_only
21400,1.34767497298907,0,0,LIRCMOP6_BC,early,pair_only
21600,1.34768300491932,0,0,LIRCMOP6_BC,early,pair_only
21800,1.34768300491932,0,0,LIRCMOP6_BC,early,pair_only
22000,1.34760011332797,0,0,LIRCMOP6_BC,early,pair_only
22200,1.34762494375366,0,0,LIRCMOP6_BC,early,pair_only
22400,1.34762494375366,0,0,LIRCMOP6_BC,early,pair_only
22600,1.34755968986966,0,0,LIRCMOP6_BC,early,pair_only
22800,1.34755968986966,0,0,LIRCMOP6_BC,early,pair_only
23000,1.34755968986966,0,0,LIRCMOP6_BC,early,pair_only
23200,1.34755968986966,0,0,LIRCMOP6_BC,early,pair_only
23400,1.34755968986966,0,0,LIRCMOP6_BC,early,pair_only
23600,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
23800,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
24000,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
24200,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
24400,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
24600,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
24800,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
25000,1.34729949745815,0,0,LIRCMOP6_BC,early,pair_only
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,raw
50200,0.128824640634203,0.167857680395621,20,LIRCMOP6_BC,middle,raw
50400,0.0832485251670754,0.168779677433303,0,LIRCMOP6_BC,middle,raw
50600,0.083162242660633,0.168852739056963,0,LIRCMOP6_BC,middle,raw
50800,0.083138028781042,0.168874351653853,0,LIRCMOP6_BC,middle,raw
51000,0.0830303962902078,0.168971295722989,0,LIRCMOP6_BC,middle,raw
51200,0.0828816196715704,0.16903660084339,0,LIRCMOP6_BC,middle,raw
51400,0.0827533801634104,0.16909831619629,0,LIRCMOP6_BC,middle,raw
51600,0.0826956795063509,0.169160408657774,0,LIRCMOP6_BC,middle,raw
51800,0.0826540347481395,0.169221509960334,0,LIRCMOP6_BC,middle,raw
52000,0.082624825712442,0.169262525578486,0,LIRCMOP6_BC,middle,raw
52200,0.0822539039060768,0.169432939831094,0,LIRCMOP6_BC,middle,raw
52400,0.0821178759865708,0.169513983268177,0,LIRCMOP6_BC,middle,raw
52600,0.0820707481465333,0.169556038936947,0,LIRCMOP6_BC,middle,raw
52800,0.0819622025176286,0.16961186331249,0,LIRCMOP6_BC,middle,raw
53000,0.080561959314639,0.169698324120644,0,LIRCMOP6_BC,middle,raw
53200,0.0804805347478449,0.169747881340085,0,LIRCMOP6_BC,middle,raw
53400,0.0804776169369927,0.169752585651252,0,LIRCMOP6_BC,middle,raw
53600,0.080283902413848,0.16986320157813,0,LIRCMOP6_BC,middle,raw
53800,0.0802016851074864,0.169913722522354,0,LIRCMOP6_BC,middle,raw
54000,0.0800739373872152,0.169982185361308,0,LIRCMOP6_BC,middle,raw
