problem,stage,loss,stream,addedUpdates,reverseFeasibleCoverage,reverseInfeasibleCoverage,f1Offset,f2Offset,f1BaseOffset,f2BaseOffset,f1EnergyOffset,f2EnergyOffset,medianTrueFeasibleNeighborRMS,medianGeneratedFeasibleNeighborRMS
LIRCMOP5_BC,middle,distance,3,20,0.317034685479737,0.162649172322993,-0.18338901052155,-0.0274141071288524,-0.0106733491265059,-0.00782316107574243,-0.172715661395044,-0.0195909460531099,0.0524176950707639,0.018802235647195
LIRCMOP5_BC,middle,distance,3,200,0.350531479765407,0.193855086519846,-0.220912521127083,-0.0660841107683888,-0.00398947371901451,-0.0261724531957668,-0.216923047408069,-0.039911657572622,0.0524176950707639,0.0217084840845015
LIRCMOP5_BC,middle,distance,3,2000,0.128415857867494,0.100019615573222,-0.0193977306034385,-0.0585902031264047,0.00344918488458558,-0.024815472010298,-0.022846915488024,-0.0337747311161066,0.0524176950707639,0.0464960400363155
LIRCMOP6_BC,early,adversarial,1,0,0.346861810906213,0.213750176453476,-0.307072935654597,-0.263545820714305,0.00496578629841875,-0.00227091859631858,-0.312038721953016,-0.261274902117987,0.0862995600693139,0.0023054926918075
LIRCMOP6_BC,early,adversarial,1,20,0.329906567218865,0.212832717542606,-0.321446877176268,-0.188307547889042,-0.00584198199091971,0.00883843343501337,-0.315604895185349,-0.197145981324055,0.0862995600693139,0.00267621336191262
LIRCMOP6_BC,early,adversarial,1,200,0.311981002070688,0.202016682595976,-0.289088811765496,-0.293416949061101,0.00739496147211318,-0.00681196823229576,-0.29648377323761,-0.286604980828805,0.0862995600693139,0.00238990243951948
LIRCMOP6_BC,early,adversarial,1,2000,0.363542939071511,0.205880288854877,-0.308939215884785,-0.259550957732683,0.0114278246068008,-0.0138202499400551,-0.320367040491586,-0.245730707792628,0.0862995600693139,0.0026747735288366
LIRCMOP6_BC,early,adversarial,2,0,0.346861810906213,0.213750176453476,-0.307072935654597,-0.263545820714305,0.00496578629841875,-0.00227091859631858,-0.312038721953016,-0.261274902117987,0.0862995600693139,0.0023054926918075
LIRCMOP6_BC,early,adversarial,2,20,0.311802691128176,0.182601442475669,-0.397242858753877,0.113099605412884,-0.029862490295158,0.0430466149273786,-0.367380368458719,0.070052990485505,0.0862995600693139,0.00254051935009744
LIRCMOP6_BC,early,adversarial,2,200,0.308601946680018,0.209186577438201,-0.38709391756397,-0.0906500695615523,-0.0196854100296577,0.0334728799849524,-0.367408507534313,-0.124122949546505,0.0862995600693139,0.00222417441793106
LIRCMOP6_BC,early,adversarial,2,2000,0.349066000659427,0.226617165367035,-0.384154445196298,-0.131821024912074,0.00236990709317017,0.000192680358753348,-0.386524352289469,-0.132013705270828,0.0862995600693139,0.00354285868506987
LIRCMOP6_BC,early,adversarial,3,0,0.346861810906213,0.213750176453476,-0.307072935654597,-0.263545820714305,0.00496578629841875,-0.00227091859631858,-0.312038721953016,-0.261274902117987,0.0862995600693139,0.0023054926918075
LIRCMOP6_BC,early,adversarial,3,20,0.291082094740978,0.192941574209333,-0.189562224651898,-0.229058870218018,0.0178613748752124,-0.0226455887447846,-0.20742359952711,-0.206413281473233,0.0862995600693139,0.00269346569769203
LIRCMOP6_BC,early,adversarial,3,200,0.298085400604427,0.197416307890828,-0.274688520102943,-0.280158094583164,0.00939538424785858,-0.00946628682819036,-0.284083904350802,-0.270691807754974,0.0862995600693139,0.00266974304596993
