addedUpdates,distanceBefore,distanceAfter,distanceChange,fullVsAdversarialCosine,fullVsUsedCosine,adamDirectionalDerivative,adamStepNorm,adversarialGradientNorm,distanceGradientNorm,usedGradientNorm,problem,stage,stream,loss
1640.0,0.490436453190664,0.474412087326894,-0.0160243658637698,0.728923281432477,0.728923281432477,-0.0284855585823278,0.0483956529609779,1.43065274974307,1.18605785271557,1.43065274974307,LIRCMOP5_BC,early,1.0,adversarial
1660.0,0.466527070920626,0.477372173769925,0.0108451028492991,0.230575071900208,0.230575071900208,-0.00330297099767468,0.0491799063759358,1.6844488314979,0.59451660834563,1.6844488314979,LIRCMOP5_BC,early,1.0,adversarial
1680.0,0.478059881710371,0.487513247646087,0.00945336593571555,-0.423561296037783,-0.423561296037783,0.00506493286142599,0.0360135868843372,0.777594007219528,0.687874792689247,0.777594007219528,LIRCMOP5_BC,early,1.0,adversarial
1700.0,0.474890994443278,0.478858823078118,0.00396782863484052,0.236902360667966,0.236902360667966,-0.00574826538728676,0.0438069935811015,1.31285656164355,0.598630333361705,1.31285656164355,LIRCMOP5_BC,early,1.0,adversarial
1720.0,0.466704911607089,0.470967027459574,0.00426211585248515,0.368389612314856,0.368389612314856,-0.00470955416886385,0.0441755081886978,1.25946784768193,0.62029513791536,1.25946784768193,LIRCMOP5_BC,early,1.0,adversarial
1740.0,0.476518486811102,0.485350732483301,0.00883224567219815,-0.176774645575043,-0.176774645575043,0.00203280674679733,0.0435806442282384,1.12856411311063,0.647013300339085,1.12856411311063,LIRCMOP5_BC,early,1.0,adversarial
1760.0,0.470801964740845,0.483205271548861,0.0124033068080164,-0.421800563813949,-0.421800563813949,0.00587380089601606,0.0386603137129353,0.971249831109911,0.419365804815291,0.971249831109911,LIRCMOP5_BC,early,1.0,adversarial
1780.0,0.477896057300987,0.47712511522313,-0.000770942077857162,0.442521724378058,0.442521724378058,-0.0050601145276614,0.0380702303883588,1.01831634021202,0.83689100170612,1.01831634021202,LIRCMOP5_BC,early,1.0,adversarial
1800.0,0.474877511761271,0.48425494931816,0.00937743755688908,0.123941566896814,0.123941566896814,-0.00274639575018461,0.0503823282497266,1.32247343564662,0.632956116507945,1.32247343564662,LIRCMOP5_BC,early,1.0,adversarial
1820.0,0.484708772451066,0.48358958424281,-0.00111918820825552,0.246912104172216,0.246912104172216,-0.00674866421038691,0.046722466212709,1.17818037401315,0.656709651420866,1.17818037401315,LIRCMOP5_BC,early,1.0,adversarial
1840.0,0.486384314422421,0.483524989481814,-0.00285932494060753,0.447907373691158,0.447907373691158,-0.00767580505886426,0.0384899718748938,0.760150446317584,0.687273210069276,0.760150446317584,LIRCMOP5_BC,early,1.0,adversarial
1860.0,0.479668846855698,0.489457952104855,0.00978910524915644,0.176712595745892,0.176712595745892,-0.00639907024015103,0.056363445527024,1.58454925377829,1.00752633321052,1.58454925377829,LIRCMOP5_BC,early,1.0,adversarial
1880.0,0.48732552870832,0.480612957877129,-0.00671257083119187,0.591183444308298,0.591183444308298,-0.0135337047503888,0.0414645427904586,1.19510365281367,0.794992924192053,1.19510365281367,LIRCMOP5_BC,early,1.0,adversarial
1900.0,0.485017060153936,0.494909853981167,0.00989279382723096,-0.101504998029013,-0.101504998029013,0.00176463494852234,0.0490223988624523,1.38044766177791,0.747177568318581,1.38044766177791,LIRCMOP5_BC,early,1.0,adversarial
1920.0,0.485915068291443,0.488118929889769,0.00220386159832636,-0.00166704978564723,-0.00166704978564723,-0.00174630076715311,0.0409011779134315,0.794962797304513,1.02269998100306,0.794962797304513,LIRCMOP5_BC,early,1.0,adversarial
1940.0,0.489300818524534,0.485401152898261,-0.00389966562627309,0.719849482161805,0.719849482161805,-0.0157740379874744,0.0510621142982713,1.44887319030268,0.712510393333459,1.44887319030268,LIRCMOP5_BC,early,1.0,adversarial
1960.0,0.481971940450033,0.492225592618916,0.0102536521688832,0.433085994506011,0.433085994506011,-0.00717819118534409,0.0573955035417922,1.72224041160583,0.79544586646258,1.72224041160583,LIRCMOP5_BC,early,1.0,adversarial
1980.0,0.480593517964178,0.480064492565888,-0.000529025398289251,0.224323694678955,0.224323694678955,-0.00285035136068704,0.0306691497015899,0.612631087864841,0.464129336797784,0.612631087864841,LIRCMOP5_BC,early,1.0,adversarial
2000.0,0.496848391385197,0.480297047618194,-0.0165513437670031,0.74208035980243,0.74208035980243,-0.0291680293419779,0.0517253952063412,1.31947539003426,1.177146535785,1.31947539003426,LIRCMOP5_BC,early,1.0,adversarial
1.0,0.487163580721623,0.48628613557858,-0.00087744514304372,0.465227607338724,0.465227607338724,-0.0129496916793327,0.0550211707491655,1.52536692533006,0.661540468182487,1.52536692533006,LIRCMOP5_BC,early,2.0,adversarial
2.0,0.48628613557858,0.481758204397409,-0.00452793118117051,0.521678032915598,0.521678032915598,-0.0102328024296085,0.0468246271973708,0.95768484490639,0.689122800946811,0.95768484490639,LIRCMOP5_BC,early,2.0,adversarial
3.0,0.481758204397409,0.480371898076678,-0.00138630632073061,0.613873461464408,0.613873461464408,-0.0117179389222217,0.0514143353417961,1.449858409433,0.717819157149386,1.449858409433,LIRCMOP5_BC,early,2.0,adversarial
4.0,0.480371898076678,0.481733432264155,0.0013615341874767,0.255811884775326,0.255811884775326,-0.00452546650279506,0.041581521954035,0.984369741898807,0.68668382250268,0.984369741898807,LIRCMOP5_BC,early,2.0,adversarial
5.0,0.481733432264155,0.480262137095124,-0.00147129516903088,0.463391331898945,0.463391331898945,-0.0075438522493017,0.0432448395575814,0.886529183256246,0.757109193435815,0.886529183256246,LIRCMOP5_BC,early,2.0,adversarial
20.0,0.475291986034419,0.470628548525937,-0.00466343750848203,0.616607521988108,0.616607521988108,-0.00981191841942547,0.0432654490337045,0.954402677072462,0.648418852603165,0.954402677072462,LIRCMOP5_BC,early,2.0,adversarial
40.0,0.48447984718353,0.481169725393908,-0.0033101217896227,0.557684134712883,0.557684134712883,-0.011584914302866,0.0468975262565521,1.10374797666304,1.11103916598525,1.10374797666304,LIRCMOP5_BC,early,2.0,adversarial
60.0,0.485927592592332,0.491271933268197,0.00534434067586531,-0.155933485791187,-0.155933485791187,0.000854551387358249,0.0387328059256563,1.0018752484439,0.666250615683887,1.0018752484439,LIRCMOP5_BC,early,2.0,adversarial
80.0,0.490353255964789,0.491639363444089,0.00128610747929975,0.255076921388008,0.255076921388008,-0.00454085566081153,0.0419504113792853,1.08726249043139,0.716014247123505,1.08726249043139,LIRCMOP5_BC,early,2.0,adversarial
100.0,0.485841960224497,0.490912729939735,0.00507076971523768,0.123742638068495,0.123742638068495,-0.001567245999498,0.0513926553399826,1.22521821912335,1.05402688424583,1.22521821912335,LIRCMOP5_BC,early,2.0,adversarial
120.0,0.482388236524183,0.487300876192998,0.00491263966881544,0.139550679226068,0.139550679226068,-0.00175938617999993,0.0483065064339215,1.22033334554121,0.65190826402676,1.22033334554121,LIRCMOP5_BC,early,2.0,adversarial
140.0,0.502520587240319,0.500702346778966,-0.00181824046135337,0.354107335957227,0.354107335957227,-0.00461584191673569,0.0334720878219621,0.751722694662424,0.703053097310814,0.751722694662424,LIRCMOP5_BC,early,2.0,adversarial
160.0,0.490883168223017,0.497249457935745,0.00636628971272873,-0.206718507403393,-0.206718507403393,0.00205183199740233,0.0395667412583354,0.947300563748227,0.599305743547307,0.947300563748227,LIRCMOP5_BC,early,2.0,adversarial
180.0,0.482535245897851,0.481882612009657,-0.000652633888193865,0.368296955005283,0.368296955005283,-0.00641506195694937,0.0372365845360909,1.08728281243117,0.776510617731709,1.08728281243117,LIRCMOP5_BC,early,2.0,adversarial
200.0,0.476256731014149,0.479953468239823,0.00369673722567426,-0.00741568955079636,-0.00741568955079636,-0.00181127595419298,0.0442984144339306,0.946980428873589,0.60644195141799,0.946980428873589,LIRCMOP5_BC,early,2.0,adversarial
220.0,0.4892593401968,0.481808810756427,-0.00745052944037289,0.574764339853757,0.574764339853757,-0.0130291853673226,0.0416051127216763,1.00688690692177,0.78772726483116,1.00688690692177,LIRCMOP5_BC,early,2.0,adversarial
240.0,0.500783930189372,0.493586319008303,-0.00719761118106887,0.490194737936355,0.490194737936355,-0.0130421014870861,0.0409118238065239,1.02969116819009,0.985439133129965,1.02969116819009,LIRCMOP5_BC,early,2.0,adversarial
