addedUpdates,distanceBefore,distanceAfter,distanceChange,fullVsAdversarialCosine,fullVsUsedCosine,adamDirectionalDerivative,adamStepNorm,adversarialGradientNorm,distanceGradientNorm,usedGradientNorm,problem,stage,stream,loss
1.0,0.487163580721623,0.49169667892886,0.00453309820723685,0.154897765983016,0.154897765983016,-0.0054124401814576,0.0489330775077528,1.21053837219588,0.892932706381139,1.21053837219588,LIRCMOP5_BC,early,1.0,adversarial
2.0,0.49169667892886,0.486277772644672,-0.00541890628418856,0.622686904155699,0.622686904155699,-0.0133746848298162,0.0465222038451415,1.078957501361,0.904715891373685,1.078957501361,LIRCMOP5_BC,early,1.0,adversarial
3.0,0.486277772644672,0.483603990705989,-0.0026737819386824,0.541980451334482,0.541980451334482,-0.0121302973901089,0.0499398328103304,1.42204046477648,0.83449926246456,1.42204046477648,LIRCMOP5_BC,early,1.0,adversarial
4.0,0.483603990705989,0.482679742293967,-0.000924248412022544,0.32306953409233,0.32306953409233,-0.00425234806180098,0.0336978146434584,0.70579615323223,0.624216697125396,0.70579615323223,LIRCMOP5_BC,early,1.0,adversarial
5.0,0.482679742293967,0.479719580548571,-0.00296016174539565,0.571093871086029,0.571093871086029,-0.011881832128519,0.047446162117907,1.19754359062004,0.84020578688888,1.19754359062004,LIRCMOP5_BC,early,1.0,adversarial
20.0,0.474359942581767,0.472357868762056,-0.0020020738197114,0.417747296599995,0.417747296599995,-0.00767005144134343,0.0431402200992977,0.964810680574675,0.767068943952141,0.964810680574675,LIRCMOP5_BC,early,1.0,adversarial
40.0,0.475953953986549,0.481735344655134,0.00578139066858513,0.124535462306867,0.124535462306867,-0.000808030776050627,0.0458936593613629,1.20089666096572,0.591124339295448,1.20089666096572,LIRCMOP5_BC,early,1.0,adversarial
60.0,0.492481850217621,0.48952897862115,-0.0029528715964704,0.398605664184568,0.398605664184568,-0.00630620596662911,0.0344894480691726,0.775334940204075,0.796634287404925,0.775334940204075,LIRCMOP5_BC,early,1.0,adversarial
80.0,0.482415502560193,0.484263579767519,0.00184807720732622,-0.00952569259197639,-0.00952569259197639,-0.00109672158515722,0.0352086980988107,0.875949829156234,0.685100812146615,0.875949829156234,LIRCMOP5_BC,early,1.0,adversarial
100.0,0.476803653571592,0.485140110400103,0.00833645682851059,0.0920090078124176,0.0920090078124176,-0.0013561081400096,0.0533028120588936,1.31523693362552,0.808260333898154,1.31523693362552,LIRCMOP5_BC,early,1.0,adversarial
120.0,0.481524358775821,0.480810123252878,-0.000714235522943141,0.385011187581973,0.385011187581973,-0.00577612747809784,0.0410382533632087,1.05923741159898,0.664367893006449,1.05923741159898,LIRCMOP5_BC,early,1.0,adversarial
140.0,0.490400747916849,0.49241735044236,0.00201660252551106,0.157265488316047,0.157265488316047,-0.00419674790012177,0.0435849980744332,1.10248142107589,0.677462396803135,1.10248142107589,LIRCMOP5_BC,early,1.0,adversarial
160.0,0.49435099073025,0.500203131553815,0.00585214082356555,0.328192131866884,0.328192131866884,-0.00690864818992149,0.0565137581234005,1.72387149312771,0.641785504603233,1.72387149312771,LIRCMOP5_BC,early,1.0,adversarial
180.0,0.482292786536335,0.47485983760808,-0.00743294892825486,0.779306693899362,0.779306693899362,-0.0166295100073384,0.0500452167869537,1.3766238249192,0.827451220507298,1.3766238249192,LIRCMOP5_BC,early,1.0,adversarial
200.0,0.480593249972104,0.484871354068781,0.00427810409667667,0.0858527800965375,0.0858527800965375,-0.00129945784514876,0.0425324085233777,1.00777822120827,0.715080838611376,1.00777822120827,LIRCMOP5_BC,early,1.0,adversarial
220.0,0.49228336578547,0.487716445686849,-0.0045669200986212,0.653970793501112,0.653970793501112,-0.0108552066992286,0.0400078273529059,1.08101214974533,0.864994492984192,1.08101214974533,LIRCMOP5_BC,early,1.0,adversarial
240.0,0.483755956697329,0.484282629950912,0.000526673253583465,0.224142559834576,0.224142559834576,-0.00273463554750443,0.0342654126883475,0.922817231861454,0.425433227780374,0.922817231861454,LIRCMOP5_BC,early,1.0,adversarial
260.0,0.475170598757587,0.480309717586927,0.00513911882933943,0.0559594015306321,0.0559594015306321,-0.000668023679797641,0.0480548382716906,1.0844851626326,0.636261127055264,1.0844851626326,LIRCMOP5_BC,early,1.0,adversarial
280.0,0.486270425602774,0.483608092287636,-0.00266233331513832,0.434215116964863,0.434215116964863,-0.00928752046354859,0.0456033469218454,1.1431429488457,1.03400237753725,1.1431429488457,LIRCMOP5_BC,early,1.0,adversarial
300.0,0.490330273159606,0.484139237720307,-0.00619103543929889,0.566040309141749,0.566040309141749,-0.0133204804919785,0.047495322715676,1.03380180533509,0.921528466028066,1.03380180533509,LIRCMOP5_BC,early,1.0,adversarial
320.0,0.477257332167951,0.472721005434397,-0.00453632673355397,0.70172969485709,0.70172969485709,-0.0127977168544493,0.0474464582416028,1.46533201311927,0.686710767165915,1.46533201311927,LIRCMOP5_BC,early,1.0,adversarial
340.0,0.48719782225478,0.474320201896721,-0.0128776203580596,0.800114319475119,0.800114319475119,-0.0199501141345241,0.0469638889822871,1.24203453922755,0.83244767246005,1.24203453922755,LIRCMOP5_BC,early,1.0,adversarial
360.0,0.479664442286304,0.479969410221647,0.000304967935343126,0.484739604048421,0.484739604048421,-0.00676178890458506,0.0419583811459175,1.29094266286943,0.8339561056631,1.29094266286943,LIRCMOP5_BC,early,1.0,adversarial
380.0,0.487255862896787,0.488343796742928,0.0010879338461407,0.329249919589851,0.329249919589851,-0.00702941147037072,0.0456179733195399,1.4397204728655,0.648829173166264,1.4397204728655,LIRCMOP5_BC,early,1.0,adversarial
400.0,0.477097065649631,0.475845202634122,-0.00125186301550895,0.455301323300293,0.455301323300293,-0.00899462833371001,0.0484510147061306,1.26186807912223,0.814058197767932,1.26186807912223,LIRCMOP5_BC,early,1.0,adversarial
420.0,0.491050025791944,0.489309572231625,-0.00174045356031854,0.478518134518445,0.478518134518445,-0.00995548861610971,0.0492390324864539,1.28135894382596,0.769964195059772,1.28135894382596,LIRCMOP5_BC,early,1.0,adversarial
440.0,0.479284385536105,0.475368641615882,-0.00391574392022315,0.388212155445787,0.388212155445787,-0.00740235001709428,0.034257756603939,0.873843217266901,0.708530538404007,0.873843217266901,LIRCMOP5_BC,early,1.0,adversarial
460.0,0.475796275998089,0.481787523921583,0.00599124792349343,-0.0679646917968152,-0.0679646917968152,0.000373440612038545,0.0375983456604483,1.08384653703489,0.606680195018266,1.08384653703489,LIRCMOP5_BC,early,1.0,adversarial
480.0,0.475955451071132,0.476699403548088,0.000743952476955689,0.18536171721896,0.18536171721896,-0.00249281062309552,0.0364376227387635,0.795224444839274,0.729080489040268,0.795224444839274,LIRCMOP5_BC,early,1.0,adversarial
500.0,0.487993716360767,0.489394975629009,0.00140125926824219,0.311727159638252,0.311727159638252,-0.00451230053478727,0.0423607347153648,1.06982161917223,0.697000105987427,1.06982161917223,LIRCMOP5_BC,early,1.0,adversarial
520.0,0.478277097386899,0.483126140180752,0.00484904279385295,0.0814444291826124,0.0814444291826124,-0.000804165806235104,0.0415338633711663,1.08528507854624,0.568791512226905,1.08528507854624,LIRCMOP5_BC,early,1.0,adversarial
540.0,0.482455574701204,0.480081303229589,-0.0023742714716154,0.599456469353048,0.599456469353048,-0.00970562991690895,0.0407122464753182,1.16992753869145,0.835970904736101,1.16992753869145,LIRCMOP5_BC,early,1.0,adversarial
560.0,0.480635093055362,0.481667704343831,0.00103261128846921,0.378569267668534,0.378569267668534,-0.00420660823859645,0.0427166359802993,1.10407423555756,0.706427834433216,1.10407423555756,LIRCMOP5_BC,early,1.0,adversarial
580.0,0.48899210729898,0.487062944446368,-0.0019291628526123,0.464549343355911,0.464549343355911,-0.00855519130025942,0.0428056691495739,1.18010093036922,0.675953590294296,1.18010093036922,LIRCMOP5_BC,early,1.0,adversarial
600.0,0.48166760397266,0.474242485111048,-0.00742511886161135,0.724391182100525,0.724391182100525,-0.0138868992334092,0.0438965815070189,1.01286342540289,0.740022432531109,1.01286342540289,LIRCMOP5_BC,early,1.0,adversarial
620.0,0.482537207731091,0.484796312305776,0.00225910457468437,-0.0958529365581523,-0.0958529365581523,-0.000835324973175764,0.0389096203867116,0.909874277657911,0.654091305871136,0.909874277657911,LIRCMOP5_BC,early,1.0,adversarial
640.0,0.480746590059099,0.482463265291924,0.00171667523282465,0.278554896524824,0.278554896524824,-0.00416490400241548,0.0446334980806741,1.00215177015647,0.693646517659153,1.00215177015647,LIRCMOP5_BC,early,1.0,adversarial
660.0,0.482938733046558,0.47459611493232,-0.00834261811423792,0.619515997472117,0.619515997472117,-0.0125125928678065,0.0406313157338087,1.05110838633002,0.733805043504578,1.05110838633002,LIRCMOP5_BC,early,1.0,adversarial
680.0,0.486364078362085,0.485205984433421,-0.00115809392866395,0.675630582455118,0.675630582455118,-0.0183403815738667,0.0619617378644616,1.63243740311172,0.852210500290733,1.63243740311172,LIRCMOP5_BC,early,1.0,adversarial
700.0,0.512350359416958,0.512558428575261,0.000208069158302848,0.206287213043567,0.206287213043567,-0.0058692851869957,0.0450602137513368,1.21946049530799,0.875263389726506,1.21946049530799,LIRCMOP5_BC,early,1.0,adversarial
720.0,0.495991434739995,0.498925381455399,0.00293394671540409,0.196062071037101,0.196062071037101,-0.00511573762340704,0.0496407079245174,1.27510488004095,0.721519940512232,1.27510488004095,LIRCMOP5_BC,early,1.0,adversarial
740.0,0.484718784185418,0.480237860762275,-0.00448092342314305,0.550339494477905,0.550339494477905,-0.0136837734872047,0.047838132984586,1.28131151034832,0.517287641423878,1.28131151034832,LIRCMOP5_BC,early,1.0,adversarial
760.0,0.491703981431867,0.494865024845186,0.00316104341331985,-0.00189912585342033,-0.00189912585342033,-0.00151422184536379,0.043313606594782,0.960801587973534,0.817945728638704,0.960801587973534,LIRCMOP5_BC,early,1.0,adversarial
780.0,0.490095201915499,0.491929406720839,0.00183420480534002,0.284893023094802,0.284893023094802,-0.00464397351260854,0.045641790694931,1.09667777504225,0.845108151882216,1.09667777504225,LIRCMOP5_BC,early,1.0,adversarial
800.0,0.497001015510013,0.493473893232811,-0.00352712227720187,0.4836686767993,0.4836686767993,-0.0102328720434491,0.047790125202673,1.11195967130897,0.638821510554527,1.11195967130897,LIRCMOP5_BC,early,1.0,adversarial
820.0,0.481183799836662,0.482962290493383,0.00177849065672131,0.119793046737621,0.119793046737621,-0.00320658566796957,0.0423797417155479,0.983494838294634,0.64485449229162,0.983494838294634,LIRCMOP5_BC,early,1.0,adversarial
840.0,0.478872363299007,0.478034976714837,-0.000837386584169653,0.410345042185673,0.410345042185673,-0.00530415507576159,0.0387565326808014,0.925557664796673,0.63635987959649,0.925557664796673,LIRCMOP5_BC,early,1.0,adversarial
860.0,0.498659582231113,0.497461627391072,-0.00119795484004165,0.598572878068248,0.598572878068248,-0.013740785066897,0.0525357032018035,1.30549976129276,0.89445825047896,1.30549976129276,LIRCMOP5_BC,early,1.0,adversarial
880.0,0.484652110511944,0.491183049700464,0.00653093918852016,-0.0438495630773332,-0.0438495630773332,-0.00117459804311625,0.0460324754941274,1.07154780073186,0.674453908348911,1.07154780073186,LIRCMOP5_BC,early,1.0,adversarial
900.0,0.487748055189331,0.482669102964575,-0.00507895222475596,0.601520168060323,0.601520168060323,-0.0154619963181946,0.0462938164050802,1.38172048890981,0.857506225601302,1.38172048890981,LIRCMOP5_BC,early,1.0,adversarial
920.0,0.492476162531717,0.493294722820169,0.000818560288451509,0.161144147741571,0.161144147741571,-0.00291222773764336,0.0374827324807323,0.91527537037451,0.576434847692717,0.91527537037451,LIRCMOP5_BC,early,1.0,adversarial
940.0,0.493845133713207,0.490670096774385,-0.00317503693882293,0.416221337057758,0.416221337057758,-0.0068277272264985,0.0395010216484524,0.803659025225518,0.803801944929258,0.803659025225518,LIRCMOP5_BC,early,1.0,adversarial
960.0,0.480291876641973,0.478199966543963,-0.00209191009801035,0.504529711979564,0.504529711979564,-0.00824333353834272,0.0433942182403618,0.959816971636892,0.575737087251306,0.959816971636892,LIRCMOP5_BC,early,1.0,adversarial
980.0,0.486136905776743,0.483613285641199,-0.00252362013554414,0.461175921758675,0.461175921758675,-0.00578561878911325,0.0334496870727078,0.821366105855538,0.82585916771223,0.821366105855538,LIRCMOP5_BC,early,1.0,adversarial
1000.0,0.475182654841625,0.476699704971706,0.0015170501300818,0.329920887589286,0.329920887589286,-0.00546616604432079,0.0437834118902543,1.0936577897173,0.518652976505956,1.0936577897173,LIRCMOP5_BC,early,1.0,adversarial
1020.0,0.484902174630054,0.482412758572069,-0.00248941605798486,0.314515198934352,0.314515198934352,-0.00726531224016224,0.0417189411343784,0.967221338053784,0.843537498548963,0.967221338053784,LIRCMOP5_BC,early,1.0,adversarial
1040.0,0.486311131653728,0.486054715201873,-0.00025641645185509,0.43965137709613,0.43965137709613,-0.00824882828415741,0.0473432728000571,1.1884958473724,0.729900323360023,1.1884958473724,LIRCMOP5_BC,early,1.0,adversarial
1060.0,0.50226117394347,0.502953120638879,0.000691946695408951,0.198916142196976,0.198916142196976,-0.00491927437876727,0.0411316412788493,1.0377912651182,0.809471508518655,1.0377912651182,LIRCMOP5_BC,early,1.0,adversarial
1080.0,0.499403576726178,0.489920386549192,-0.00948319017698573,0.69585532649598,0.69585532649598,-0.0175094388084699,0.0477028574809096,1.22316402619611,0.83786510962027,1.22316402619611,LIRCMOP5_BC,early,1.0,adversarial
1100.0,0.49733944061145,0.498776898889784,0.00143745827833397,0.323307004622959,0.323307004622959,-0.00542002602578934,0.0429562603032989,1.0489325831623,0.740290382915265,1.0489325831623,LIRCMOP5_BC,early,1.0,adversarial
1120.0,0.498007329533085,0.498857733664373,0.000850404131288396,0.441429182242732,0.441429182242732,-0.0108050257620888,0.052812842255542,1.22357183798655,0.77172586059293,1.22357183798655,LIRCMOP5_BC,early,1.0,adversarial
1140.0,0.510886197059993,0.505794491793247,-0.0050917052667464,0.654360949713623,0.654360949713623,-0.0195375911709391,0.0587579878566924,1.50824966178568,0.924721272107994,1.50824966178568,LIRCMOP5_BC,early,1.0,adversarial
1160.0,0.495452081159498,0.497119077789023,0.00166699662952591,0.432189043293561,0.432189043293561,-0.00620713133438744,0.043554658915385,1.05870098031218,0.707416561181855,1.05870098031218,LIRCMOP5_BC,early,1.0,adversarial
1180.0,0.50613796501884,0.507946684060674,0.00180871904183322,0.0577591415831706,0.0577591415831706,-0.00158675359210939,0.0364022301881529,0.73748741307029,0.703606069472571,0.73748741307029,LIRCMOP5_BC,early,1.0,adversarial
1200.0,0.5041799544251,0.499400048813977,-0.00477990561112246,0.650581583167762,0.650581583167762,-0.0180201289679288,0.0492538079970263,1.44007061741257,0.884221115799536,1.44007061741257,LIRCMOP5_BC,early,1.0,adversarial
1220.0,0.490857017723439,0.497831298800569,0.00697428107712983,0.0373923808607148,0.0373923808607148,-0.00208623198521187,0.0487673609981413,1.41564955895817,0.581028982464135,1.41564955895817,LIRCMOP5_BC,early,1.0,adversarial
1240.0,0.478919329376886,0.475301931142199,-0.0036173982346876,0.4963748905289,0.4963748905289,-0.00953782381385677,0.0430739860662245,0.99673371445854,0.655943261780477,0.99673371445854,LIRCMOP5_BC,early,1.0,adversarial
1260.0,0.487579491416856,0.487311692130953,-0.000267799285902537,0.572056705561619,0.572056705561619,-0.00978473581353235,0.0489266540639151,1.46233059006004,0.552132117452297,1.46233059006004,LIRCMOP5_BC,early,1.0,adversarial
1280.0,0.492780521209197,0.492003097431195,-0.000777423778002106,0.306692564156016,0.306692564156016,-0.00469279625606941,0.0373555994912925,0.747057788599612,0.685177757915704,0.747057788599612,LIRCMOP5_BC,early,1.0,adversarial
1300.0,0.490992673924085,0.484399777778127,-0.00659289614595782,0.641003498073704,0.641003498073704,-0.0103851936624976,0.0376066154792513,0.867935736475959,0.985600699490964,0.867935736475959,LIRCMOP5_BC,early,1.0,adversarial
1320.0,0.505807588131839,0.505356799630285,-0.000450788501553778,0.434880351740719,0.434880351740719,-0.00829686495135811,0.0481958936618829,1.13872692705141,0.726216666342394,1.13872692705141,LIRCMOP5_BC,early,1.0,adversarial
1340.0,0.512357399925242,0.5121851885137,-0.000172211411542222,0.135906385694574,0.135906385694574,-0.00535012296353886,0.0426765492637351,1.04316671890221,0.65239658485909,1.04316671890221,LIRCMOP5_BC,early,1.0,adversarial
1360.0,0.484675958778552,0.485119027486031,0.000443068707478733,0.496365771326382,0.496365771326382,-0.0107521482340435,0.0491461923332028,1.30625313590104,0.737182626834561,1.30625313590104,LIRCMOP5_BC,early,1.0,adversarial
1380.0,0.475497194787862,0.484047729983417,0.00855053519555554,0.0664494040498149,0.0664494040498149,-0.00180191293142903,0.0500731302897915,1.07292582940746,0.5418357084957,1.07292582940746,LIRCMOP5_BC,early,1.0,adversarial
1400.0,0.481856226091203,0.478774227935127,-0.00308199815607552,0.610511965659719,0.610511965659719,-0.0115387755050586,0.0417883440009465,1.07772160749954,0.81781362579469,1.07772160749954,LIRCMOP5_BC,early,1.0,adversarial
1420.0,0.491830124719467,0.488182516132354,-0.00364760858711249,0.500205416257422,0.500205416257422,-0.0129712063252103,0.0459244227791902,1.30351230120723,0.831305950977658,1.30351230120723,LIRCMOP5_BC,early,1.0,adversarial
1440.0,0.471831108310244,0.472248950539287,0.000417842229043119,0.582461380342024,0.582461380342024,-0.0116794243942319,0.0526960224985068,1.39344922550807,0.630212302818471,1.39344922550807,LIRCMOP5_BC,early,1.0,adversarial
1460.0,0.471466017350945,0.481741636255821,0.010275618904876,0.0754928732656176,0.0754928732656176,-0.0010959682698829,0.0472676804057806,1.16612484239916,0.623007222526222,1.16612484239916,LIRCMOP5_BC,early,1.0,adversarial
1480.0,0.479741990602181,0.477175953276967,-0.00256603732521371,0.447936827142977,0.447936827142977,-0.00716105323043471,0.0419214571001927,1.06123185387544,0.94122016722139,1.06123185387544,LIRCMOP5_BC,early,1.0,adversarial
1500.0,0.484332690053284,0.488194271584926,0.00386158153164268,0.302882966601585,0.302882966601585,-0.0075662372620213,0.0529957802898377,1.39198204850977,0.842041485076319,1.39198204850977,LIRCMOP5_BC,early,1.0,adversarial
1520.0,0.484854732299751,0.474252111670441,-0.0106026206293097,0.771572729563918,0.771572729563918,-0.0237855517272282,0.0551412022853801,1.47720882709571,0.911828339284415,1.47720882709571,LIRCMOP5_BC,early,1.0,adversarial
1540.0,0.471568387886149,0.479324124036025,0.00775573614987601,-0.111584462930979,-0.111584462930979,0.00105075303484836,0.0438486359703401,0.923588377796482,0.653835916057471,0.923588377796482,LIRCMOP5_BC,early,1.0,adversarial
1560.0,0.483854653230046,0.478849960750841,-0.00500469247920488,0.589488623366352,0.589488623366352,-0.0119120440580049,0.0414936066013585,1.06874888857959,0.964869622592946,1.06874888857959,LIRCMOP5_BC,early,1.0,adversarial
1580.0,0.482309507026802,0.489774016775272,0.00746450974846974,-0.0166139134417532,-0.0166139134417532,-0.000446812434247973,0.0450624687566679,1.17758066984501,0.708537216663727,1.17758066984501,LIRCMOP5_BC,early,1.0,adversarial
1600.0,0.500054664064633,0.501531066324787,0.00147640226015378,0.178185078042493,0.178185078042493,-0.00383892524734258,0.0411512039314164,0.910064731545928,1.09484502312374,0.910064731545928,LIRCMOP5_BC,early,1.0,adversarial
1620.0,0.478632755609121,0.482564705041159,0.00393194943203751,0.43595814437182,0.43595814437182,-0.00684763906858427,0.0421735276932408,1.31905998536176,0.874675696202322,1.31905998536176,LIRCMOP5_BC,early,1.0,adversarial
