exactDistance,weightedDecisionMSE,conditionalVariance,varianceFraction,gradientCosine,objectiveGap,reverseCoverageGap,seenObjectiveGap,conditionalSeenGap,singletonObjectiveGap,multipleObjectiveGap,archiveExcludedObjectiveGap,archiveUnseenObjectiveGap,directionError,seenDirectionError,singletonConditions,multipleConditions,archiveExcludedConditions,archiveUnseenConditions,queryConditions,generatedFeasibleRate,offlineFE,offlineObjRows,offlineConRows,addedUpdates,trainingSeconds,problem,stage,stream,loss
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,1.0,adversarial
0.472357869148254,0.00215992562255688,0.000103979524165293,0.0481403262591071,-0.298010789329478,0.0811218949480874,0.240829502873999,0.0835481258012475,0.387814045847343,0.0832171947035801,0.0863459978087994,0.0941083360923008,0.0756018378383113,5.60251482796222,4.90812021442451,93.0,11.0,15.0,81.0,200.0,0.315,200.0,400.0,200.0,20.0,15.976018875,LIRCMOP5_BC,early,1.0,adversarial
0.484871357679367,0.00221732975865294,0.000103979524165293,0.0468940281703803,-0.560355961890664,0.0886461990443448,0.26456773243924,0.096701551725039,0.445035338214691,0.0963606391355643,0.099583812708779,0.091050757164902,0.0778582354566837,6.92999929536053,5.21195090149,93.0,11.0,15.0,81.0,200.0,0.105,200.0,400.0,200.0,200.0,42.6918701666667,LIRCMOP5_BC,early,1.0,adversarial
0.480297058820724,0.00218383802265236,0.000103979524165293,0.0476132034916243,0.195182857273287,0.0733025096099192,0.24614773435835,0.0783442285449558,0.419824512383447,0.0782985530041397,0.078730394480947,0.0795123045041592,0.0656792294536548,7.21463836621709,6.56434867349957,93.0,11.0,15.0,81.0,200.0,0.115,200.0,400.0,200.0,2000.0,150.583283291667,LIRCMOP5_BC,early,1.0,adversarial
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,2.0,adversarial
0.470628589391708,0.00211654725909245,0.000103979524165293,0.0491269560453275,0.0605001583621211,0.075080027015182,0.264235447443028,0.0761607420466184,0.400755766941681,0.0755000031064526,0.0817469894498382,0.0927470894424351,0.0704207640561922,6.27464122163943,5.41978807565003,93.0,11.0,15.0,81.0,200.0,0.29,200.0,400.0,200.0,20.0,16.0601305,LIRCMOP5_BC,early,2.0,adversarial
0.479953467845917,0.00216204422847164,0.000103979524165293,0.0480931531353534,-0.735483446305915,0.074241739681668,0.288028544803127,0.0837675040926846,0.438061787858337,0.0815593424872272,0.102436506757007,0.0822289614622018,0.0605320134414984,6.13379574280008,5.58899376655526,93.0,11.0,15.0,81.0,200.0,0.105,200.0,400.0,200.0,200.0,43.9119161666667,LIRCMOP5_BC,early,2.0,adversarial
0.481774508953094,0.00218892429918505,0.000103979524165293,0.0475025674501424,0.25313692090635,0.0833000552227847,0.202032559127488,0.0876927193878397,0.360256214879477,0.0892435138189006,0.0745814573797793,0.108328849593545,0.0730251294360302,3.60152231172273,3.69335530271997,93.0,11.0,15.0,81.0,200.0,0.135,200.0,400.0,200.0,2000.0,157.859689125,LIRCMOP5_BC,early,2.0,adversarial
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,3.0,adversarial
0.479355424642563,0.00216490313488574,0.000103979524165293,0.0480296427538692,-0.604862799754138,0.0758193960330652,0.252569996200778,0.0784603424419637,0.424487321307856,0.0776697209068217,0.085144688148164,0.0856113410401182,0.0706152281116918,7.94731604094854,7.23641582731895,93.0,11.0,15.0,81.0,200.0,0.2,200.0,400.0,200.0,20.0,16.0370059166667,LIRCMOP5_BC,early,3.0,adversarial
0.484622091054916,0.00221457741934318,0.000103979524165293,0.0469523093918896,-0.504330968536197,0.0779009269281364,0.248656235843897,0.0834574211421388,0.394146336844496,0.0824160184933646,0.092262007172684,0.095158284429822,0.0675708558073768,5.29109381519227,4.66697321748017,93.0,11.0,15.0,81.0,200.0,0.15,200.0,400.0,200.0,200.0,42.9565240833333,LIRCMOP5_BC,early,3.0,adversarial
0.482270985841751,0.00218645267138161,0.000103979524165293,0.0475562656929541,-0.634843379064659,0.0827851282368783,0.255997143116371,0.0861220246325529,0.371503659746921,0.0872090339692318,0.0769318547860857,0.116155095659957,0.0723210944529729,7.58778172260818,8.52061969007245,93.0,11.0,15.0,81.0,200.0,0.1,200.0,400.0,200.0,2000.0,154.572806541667,LIRCMOP5_BC,early,3.0,adversarial
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,1.0,distance
0.449310958385468,0.00198518975749772,0.000103979524165293,0.0523776247447281,-0.510650678409669,0.0712180787850179,0.269293309999219,0.0794843893849166,0.422561595055592,0.080693134646659,0.0692649976265491,0.0807703234348774,0.0588356099931988,5.05915694494275,4.5753082520873,93.0,11.0,15.0,81.0,200.0,0.22,200.0,400.0,200.0,20.0,16.5803599166667,LIRCMOP5_BC,early,1.0,distance
0.432987064123154,0.00186737176258188,0.000103979524165293,0.0556822836506473,-0.430870584157393,0.0708276908559365,0.298746635356585,0.0770093615831788,0.420241619912622,0.0761231299583087,0.0845020471388988,0.0804910647202157,0.0611012172312775,3.82400647856385,3.33291353672661,93.0,11.0,15.0,81.0,200.0,0.19,200.0,400.0,200.0,200.0,42.6163147083333,LIRCMOP5_BC,early,1.0,distance
0.419447124004364,0.0017579353935131,0.000103979524165293,0.0591486607238156,-0.562763392910997,0.0725447901953515,0.27426561726231,0.0830050657975312,0.365773768454697,0.0819381075382967,0.0920257128983321,0.064654119293431,0.06057554823118,5.02595174646352,4.81038123271681,93.0,11.0,15.0,81.0,200.0,0.095,200.0,400.0,200.0,2000.0,152.745028791667,LIRCMOP5_BC,early,1.0,distance
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,2.0,distance
0.449219942092896,0.00196117606451052,0.000103979524165293,0.0530189645116054,0.360463068527667,0.0719828162174044,0.27458681521938,0.0801819330248911,0.417693757833246,0.079446097779475,0.0864030855543179,0.0833249693490171,0.0593551564031722,5.88327480116855,5.13857432970836,93.0,11.0,15.0,81.0,200.0,0.205,200.0,400.0,200.0,20.0,16.2930519166667,LIRCMOP5_BC,early,2.0,distance
0.430818647146225,0.00183113262469434,0.000103979524165293,0.0567842671595949,0.0937342062676243,0.071912042341052,0.283385165476138,0.0807981280539742,0.413235643822487,0.0812365770031643,0.0770912414835493,0.0861765687554157,0.0578611681390845,6.31373564630716,5.43039290161855,93.0,11.0,15.0,81.0,200.0,0.18,200.0,400.0,200.0,200.0,42.85322925,LIRCMOP5_BC,early,2.0,distance
0.422189325094223,0.00178988626972179,0.000103979524165293,0.0580928106574365,-0.685061840960307,0.0728607409303614,0.265870597958115,0.0778469958546504,0.366545141117981,0.0761433680852642,0.0922503942685516,0.0965528647291494,0.0620712055092766,2.34082026124878,2.38201759274751,93.0,11.0,15.0,81.0,200.0,0.1,200.0,400.0,200.0,2000.0,152.575986666667,LIRCMOP5_BC,early,2.0,distance
0.487163543701172,0.002233361782571,0.000103979524165293,0.0465574028250785,-0.269202061607188,0.100778530005877,0.231158958447335,0.0936421872200263,0.386409765025094,0.0931122178248613,0.0981228375609663,0.118367058125346,0.106684106893982,6.621103448488,5.50593415587873,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,early,3.0,distance
0.450775682926178,0.00197450946077355,0.000103979524165293,0.0526609399605294,-0.472892957293138,0.0730677939996166,0.265227744979885,0.0829786644379899,0.421867423590562,0.0836076797153682,0.0776606261837914,0.0791641210757075,0.0592137763239107,4.98253761457069,4.50821297099915,93.0,11.0,15.0,81.0,200.0,0.19,200.0,400.0,200.0,20.0,16.5602774583333,LIRCMOP5_BC,early,3.0,distance
0.440149873495102,0.00191546109358708,0.000103979524165293,0.0542843310748595,-0.663305099433689,0.0746250299997693,0.292617063308394,0.0808135978068293,0.420009321280827,0.0808249363634943,0.080717735464116,0.0767377301549438,0.0662879737743142,4.75033189285498,4.39843754118442,93.0,11.0,15.0,81.0,200.0,0.185,200.0,400.0,200.0,200.0,42.41781275,LIRCMOP5_BC,early,3.0,distance
0.423459529876709,0.0017501599285047,0.000103979524165293,0.0594114414755978,-0.67487395785757,0.0713592102303669,0.263863574291208,0.0811810245748407,0.357324153629044,0.0806507012661879,0.085664667093451,0.0829122990801275,0.0566090247418275,8.13827602778438,7.69426870121807,93.0,11.0,15.0,81.0,200.0,0.13,200.0,400.0,200.0,2000.0,150.977672666667,LIRCMOP5_BC,early,3.0,distance
0.3715940117836,0.00156158169200488,5.46841806848427e-06,0.00350184565846406,-0.589813539612511,1.24093823956098,0.253046211537626,0.131992060274897,0.455993933426924,0.136375330793011,0.079392814057535,0.24520311678157,1.32379864522495,16.5884242340441,10.6738141030532,12.0,1.0,1.0,186.0,200.0,0.36,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,late,1.0,adversarial
0.377370238304138,0.00160021718523235,5.46841806848427e-06,0.00341729742621796,-0.493218673581694,1.71390211996246,0.212616644445918,0.130309631920085,0.420297608017127,0.125465645125033,0.188437473460713,0.0859399168469654,1.83333580032626,18.3072284893062,10.8802155186761,12.0,1.0,1.0,186.0,200.0,0.42,200.0,400.0,200.0,20.0,1.418104875,LIRCMOP5_BC,late,1.0,adversarial
0.334405601024628,0.0013498732747826,5.46841806848427e-06,0.00405106032591464,0.135083965370941,4.89584889744378,0.277209322557442,0.132400697953373,0.452571859591669,0.129166737597293,0.171208222226329,0.173253437583165,5.25416837084827,19.8084854363943,10.4480061340563,12.0,1.0,1.0,186.0,200.0,0.6,200.0,400.0,200.0,200.0,10.1221567083333,LIRCMOP5_BC,late,1.0,adversarial
0.335517317056656,0.00135485128699516,5.46841806848427e-06,0.00403617586739894,-0.0156088743125569,0.867919157675461,0.190266717693753,0.0938403672363139,0.36905111115491,0.0928627859924043,0.105571342163229,0.0712905520712081,0.926304388220156,12.3586504041479,6.55126018863984,12.0,1.0,1.0,186.0,200.0,0.2,200.0,400.0,200.0,2000.0,93.433473125,LIRCMOP5_BC,late,1.0,adversarial
0.3715940117836,0.00156158169200488,5.46841806848427e-06,0.00350184565846406,-0.589813539612511,1.24093823956098,0.253046211537626,0.131992060274897,0.455993933426924,0.136375330793011,0.079392814057535,0.24520311678157,1.32379864522495,16.5884242340441,10.6738141030532,12.0,1.0,1.0,186.0,200.0,0.36,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,late,2.0,adversarial
0.367968827486038,0.00155980955809969,5.46841806848427e-06,0.00350582418224595,-0.420774639440209,1.58057822434535,0.190932315048835,0.094314411434453,0.418172635037349,0.0914939301939261,0.128160186320776,0.082925708179442,1.6925087731841,16.8868617501425,5.49802154515599,12.0,1.0,1.0,186.0,200.0,0.43,200.0,400.0,200.0,20.0,1.40475383333333,LIRCMOP5_BC,late,2.0,adversarial
0.352684140205383,0.00155710153856847,5.46841806848427e-06,0.00351192130573044,-0.593254685072647,4.72619730418739,0.247107229549313,0.124540528130859,0.39319585612049,0.115716032241559,0.230434478802454,0.172702957070867,5.07229962911132,19.2764154959721,8.44143408949369,12.0,1.0,1.0,186.0,200.0,0.62,200.0,400.0,200.0,200.0,10.3018034583333,LIRCMOP5_BC,late,2.0,adversarial
0.261712282896042,0.000965046952280248,5.46841806848427e-06,0.00566647877138339,0.0682361637402723,0.964106376333441,0.166130026019158,0.0522204780847259,0.330139123197194,0.0536957799236933,0.0345168560171168,0.0672307316084631,1.03266224903214,6.97683086314737,3.79199790152288,12.0,1.0,1.0,186.0,200.0,0.22,200.0,400.0,200.0,2000.0,93.2202711666666,LIRCMOP5_BC,late,2.0,adversarial
0.3715940117836,0.00156158169200488,5.46841806848427e-06,0.00350184565846406,-0.589813539612511,1.24093823956098,0.253046211537626,0.131992060274897,0.455993933426924,0.136375330793011,0.079392814057535,0.24520311678157,1.32379864522495,16.5884242340441,10.6738141030532,12.0,1.0,1.0,186.0,200.0,0.36,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,late,3.0,adversarial
0.389926671981812,0.00164036805793783,5.46841806848427e-06,0.00333365310426662,-0.521351279989605,1.52066937161076,0.230463699168574,0.120315627996999,0.459753690488959,0.118231885828819,0.145320534015167,0.201418203391572,1.62563630620859,18.3786365524319,8.38137442386914,12.0,1.0,1.0,186.0,200.0,0.41,200.0,400.0,200.0,20.0,1.87847608333333,LIRCMOP5_BC,late,3.0,adversarial
0.360120505094528,0.00147570752298613,5.46841806848427e-06,0.00370562457892658,-0.607842415051583,4.72067848780409,0.265349256132897,0.123817497164237,0.4520791493453,0.117025096448258,0.205326305755986,0.107821978055302,5.0667647748367,20.0162961329017,7.70350080752959,12.0,1.0,1.0,186.0,200.0,0.6,200.0,400.0,200.0,200.0,14.2441885416667,LIRCMOP5_BC,late,3.0,adversarial
0.316093266010284,0.00118818650147722,5.46841806848427e-06,0.00460232300374193,-0.000603401599674612,0.957672821052862,0.156578610514749,0.0931283417564378,0.371869112066673,0.0970083417575774,0.0465683417427619,0.0550880694320327,1.02295057902315,10.6983315554582,3.55166214491931,12.0,1.0,1.0,186.0,200.0,0.255,200.0,400.0,200.0,2000.0,110.45646225,LIRCMOP5_BC,late,3.0,adversarial
0.3715940117836,0.00156158169200488,5.46841806848427e-06,0.00350184565846406,-0.589813539612511,1.24093823956098,0.253046211537626,0.131992060274897,0.455993933426924,0.136375330793011,0.079392814057535,0.24520311678157,1.32379864522495,16.5884242340441,10.6738141030532,12.0,1.0,1.0,186.0,200.0,0.36,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,late,1.0,distance
0.265844285488129,0.00112540247845089,5.46841806848427e-06,0.00485907768393357,-0.52837405018493,1.29012611567557,0.187474191347032,0.0440805725998547,0.369337116973904,0.0470108143720147,0.00891767133393433,0.201242379448976,1.38306953393476,12.8877674010975,2.88454088074755,12.0,1.0,1.0,186.0,200.0,0.42,200.0,400.0,200.0,20.0,1.445690375,LIRCMOP5_BC,late,1.0,distance
0.232702434062958,0.00103621869463005,5.46841806848427e-06,0.00527728181012656,-0.511444261727956,0.968126648425924,0.147825396323921,0.0413843719437253,0.339427510356114,0.0441223853278368,0.0085282113343873,0.138783049955221,1.03735779462345,13.3948429250472,1.2161129218798,12.0,1.0,1.0,186.0,200.0,0.385,200.0,400.0,200.0,200.0,10.2625772916667,LIRCMOP5_BC,late,1.0,distance
0.174340128898621,0.000900071420684433,5.46841806848427e-06,0.00607553794378447,-0.605888161695511,0.796936023886043,0.098276502191624,0.0325945315898897,0.300458812082826,0.0345413705122323,0.00923246452177894,0.0812464097479432,0.854205534713936,14.0730425017049,0.452666071809684,12.0,1.0,1.0,186.0,200.0,0.42,200.0,400.0,200.0,2000.0,93.854476125,LIRCMOP5_BC,late,1.0,distance
0.3715940117836,0.00156158169200488,5.46841806848427e-06,0.00350184565846406,-0.589813539612511,1.24093823956098,0.253046211537626,0.131992060274897,0.455993933426924,0.136375330793011,0.079392814057535,0.24520311678157,1.32379864522495,16.5884242340441,10.6738141030532,12.0,1.0,1.0,186.0,200.0,0.36,200.0,400.0,200.0,0.0,0.0,LIRCMOP5_BC,late,2.0,distance
0.286716192960739,0.00119445778600316,5.46841806848427e-06,0.00457815933937895,-0.0579141186991088,1.31122988108389,0.19711520791278,0.0479765163920304,0.391991878064241,0.0497691934472511,0.0264643917293819,0.206747587242902,1.4054598597658,13.6122391924972,3.78410000040311,12.0,1.0,1.0,186.0,200.0,0.415,200.0,400.0,200.0,20.0,1.65033158333333,LIRCMOP5_BC,late,2.0,distance
0.231081455945969,0.00111590340221858,5.46841806848427e-06,0.00490044035855812,-0.672917174574253,0.975726745245594,0.137654663061751,0.0368432605678762,0.287358341955221,0.0384489809177154,0.0175746163698064,0.0146460135787884,1.04651473466751,12.6298152393147,1.57618011736125,12.0,1.0,1.0,186.0,200.0,0.365,200.0,400.0,200.0,200.0,12.739753375,LIRCMOP5_BC,late,2.0,distance
0.205649897456169,0.000940326302491064,5.46841806848427e-06,0.00581544731227619,-0.553123916274376,0.789188863513402,0.0937905166083286,0.0428205066618592,0.317007462917201,0.0455663618138307,0.00987024483820108,0.116569770321059,0.844970625514812,14.8767727796133,0.603145811533068,12.0,1.0,1.0,186.0,200.0,0.45,200.0,400.0,200.0,2000.0,97.563011,LIRCMOP5_BC,late,2.0,distance
