problem,stage,loss,stream,addedUpdates,exactDistanceRatio,seenObjectiveGapRatio,singletonObjectiveGapRatio,conditionalSeenGapRatio,reverseCoverageGapRatio,directionErrorRatio
LIRCMOP7_BC,early,distance,2.0,2000.0,1.036034090057536,0.828942977617669,0.8285721905519547,0.9868513578950425,1.0787366848580842,1.234958651115794
LIRCMOP7_BC,early,distance,3.0,20.0,1.0738647465658289,1.5164215893576767,1.535621855530859,0.9066875382671647,0.9701539254613704,2.7174623155095485
LIRCMOP7_BC,early,distance,3.0,200.0,1.0292184975651784,0.9407899761295473,0.9550850893593384,0.9809780465677302,0.9894627564775352,1.1642005789676295
LIRCMOP7_BC,early,distance,3.0,2000.0,1.0305027558359223,0.7561543133706982,0.7449772639369356,1.1226155202158319,1.1928847592955194,1.591543514529659
LIRCMOP7_BC,late,adversarial,1.0,20.0,0.9901766804401073,1.009106901885438,0.9555022560777283,0.9654134198628908,0.9381155982276631,0.8821463724596704
LIRCMOP7_BC,late,adversarial,1.0,200.0,0.9422344834515501,1.3024972217709472,1.3578909457566768,1.0342918837030852,1.5075294175542593,0.8352855417716358
LIRCMOP7_BC,late,adversarial,1.0,2000.0,0.8640007811189928,0.5806614178239718,0.5145008984799444,0.8381178277649268,1.375946951075163,0.8370354398008648
LIRCMOP7_BC,late,adversarial,2.0,20.0,0.9827459454751497,1.014952021844696,0.9228914987099303,1.1579531135281598,1.0858268460107434,0.8997787683275137
LIRCMOP7_BC,late,adversarial,2.0,200.0,0.9292629137280984,1.203328081387217,1.2002361742727017,1.0930488005739434,1.3183764747976703,0.9598181723399316
LIRCMOP7_BC,late,adversarial,2.0,2000.0,0.9604245745287,0.9919984195764778,0.9828922726805054,0.9256498790540274,0.8993147708257418,0.8720603275051906
LIRCMOP7_BC,late,adversarial,3.0,20.0,1.0073528992278844,1.1169485582598337,1.0479424564723512,1.0191226794425852,1.0794896045162108,0.9261133283038929
LIRCMOP7_BC,late,adversarial,3.0,200.0,0.958599958411734,0.8380311413719129,0.8190228930783056,0.981743737841567,1.3452635705517013,0.9552356913773044
LIRCMOP7_BC,late,adversarial,3.0,2000.0,0.9159876185651179,0.8829372003387054,0.8607701542193363,0.8952264876090472,1.44514071187951,1.233919264697747
LIRCMOP7_BC,late,distance,1.0,20.0,1.0351081587851598,1.236354716030357,1.1615963639845694,1.1255136413130271,1.0407855459066828,1.1262935038855577
LIRCMOP7_BC,late,distance,1.0,200.0,1.0642931898359402,0.9903884900571543,1.0573517428578023,1.0917450043744854,0.8702573709746583,1.3809860265316836
LIRCMOP7_BC,late,distance,1.0,2000.0,1.0262742771997335,1.0358532527807773,1.0070834523320666,1.077612438273233,0.9684842652294482,1.7798208603769923
LIRCMOP7_BC,late,distance,2.0,20.0,1.027926231034517,1.1001755484287892,1.0297463707068297,1.1443831004832012,0.8529567753122853,1.1767687167199004
LIRCMOP7_BC,late,distance,2.0,200.0,1.0644182746810733,0.981909282885865,1.0082770086522836,1.0845976075940857,0.8674993320247801,1.366750297802397
LIRCMOP7_BC,late,distance,2.0,2000.0,1.0269397620449598,0.9833928995642264,0.9510780237462823,1.0326476901678645,1.0087780333417558,1.2452754337389542
LIRCMOP7_BC,late,distance,3.0,20.0,1.0441905210038755,1.1348779686845913,1.0644510796511826,1.0917356949902877,0.9910897486149178,1.1369967183334149
LIRCMOP7_BC,late,distance,3.0,200.0,1.0585906374343894,0.9584631288981792,1.0510071845458002,1.1556623511009392,0.9492081544947146,1.1162342906012641
LIRCMOP7_BC,late,distance,3.0,2000.0,1.0201370805997239,0.9807250533499808,0.9652355906125349,0.9805094656571127,1.0141666661655862,1.322819055666961
LIRCMOP7_BC,middle,adversarial,1.0,20.0,0.988924575793426,1.0223273951805762,1.0483681938481695,0.913787771803092,0.9420726053766347,0.7719448352194075
LIRCMOP7_BC,middle,adversarial,1.0,200.0,0.9303816081725643,0.7133893707463077,0.6774265247285436,0.9667064529060625,1.3775545386898942,0.753555412401319
LIRCMOP7_BC,middle,adversarial,1.0,2000.0,0.9447535887456666,0.5967017393210206,0.571764056330058,1.0575632937350283,1.526833318321645,0.5987307856266608
LIRCMOP7_BC,middle,adversarial,2.0,20.0,0.9885063939561527,1.0317442769185592,1.0473532239028782,0.9996474928095035,1.1234148117111602,0.8304466738638748
LIRCMOP7_BC,middle,adversarial,2.0,200.0,0.9413927526385019,0.6869110780146257,0.6558573806201262,0.847538568822563,1.0767665408758933,1.2647564313652426
LIRCMOP7_BC,middle,adversarial,2.0,2000.0,0.9141932441927288,0.48794707450074526,0.4583413515658851,0.8720651167745109,1.505958699401832,0.48253800443902173
LIRCMOP7_BC,middle,adversarial,3.0,20.0,0.988895310493284,1.049298886204406,1.0552152720413954,0.9274860388486098,1.067423148936462,0.827000358047963
LIRCMOP7_BC,middle,adversarial,3.0,200.0,0.9320609851311288,0.7349387802990007,0.699550196005807,0.9193728975319004,1.2358611579620244,0.6646396969390738
LIRCMOP7_BC,middle,adversarial,3.0,2000.0,0.9056918166614472,0.6603109401838833,0.6175094606913838,0.9298941627958818,1.644059136499059,0.381787117144205
LIRCMOP7_BC,middle,distance,1.0,20.0,1.0232638197796962,1.1493022410788933,1.1781547235124101,1.0174763507787565,1.128952149538259,0.9944990466652699
LIRCMOP7_BC,middle,distance,1.0,200.0,1.0436085626707925,1.0730219019171896,1.033944370501138,1.0038201186557651,0.9296343208515432,1.0244302942850425
LIRCMOP7_BC,middle,distance,1.0,2000.0,1.0333498979482734,1.1080068276866344,1.106098457057599,1.0648333395187481,1.1209127184512264,1.1709278715906914
LIRCMOP7_BC,middle,distance,2.0,20.0,1.0340663479962857,1.1355616665490804,1.1671970078652052,1.0536403308141744,1.0257539314852406,1.2622545772934328
LIRCMOP7_BC,middle,distance,2.0,200.0,1.0454859079790764,1.0876194955548455,1.0658850083325337,0.9814949957398619,0.9555827458548591,1.169701754803683
LIRCMOP7_BC,middle,distance,2.0,2000.0,1.036934564586406,1.0609762200469184,1.0614275825429866,1.0832885497206584,1.135621968331646,1.3793202153279112
LIRCMOP7_BC,middle,distance,3.0,20.0,1.0269937118385106,1.1932804903090937,1.2062467967449868,1.0155779733442822,1.0684029698775732,0.9046680346727963
LIRCMOP7_BC,middle,distance,3.0,200.0,1.041605299473376,1.093495192037656,1.063377418222986,1.0195846283975065,1.103401860767787,0.9232861340263212
LIRCMOP7_BC,middle,distance,3.0,2000.0,1.035259056929203,1.0248744094218092,1.0301397155461725,0.9934194245391061,1.122000365477956,1.8041035441038011
LIRCMOP8_BC,early,adversarial,1.0,20.0,0.9343848955770843,1.0101716012478887,1.0401399164974352,0.9721527305229641,1.1303963332008962,1.0446228225532685
LIRCMOP8_BC,early,adversarial,1.0,200.0,0.896009917397237,0.833776840330782,0.8209830999227663,0.9439959610484396,1.3172928761954776,0.9097366399409473
LIRCMOP8_BC,early,adversarial,1.0,2000.0,0.8442355439881304,1.2661200841169278,1.2699776869500419,1.063125836470487,1.8425381470169853,0.4479353385362881
LIRCMOP8_BC,early,adversarial,2.0,20.0,0.930969790937124,1.0385649873469054,1.0351191459176303,1.1146653499542187,0.9450289841127111,0.9892724411520578
LIRCMOP8_BC,early,adversarial,2.0,200.0,0.9413281886632956,1.1937853979633566,1.1648490069615938,1.1413237875083688,1.3142202662211007,1.3246298308097326
LIRCMOP8_BC,early,adversarial,2.0,2000.0,0.9030402546730864,1.5185772707567855,1.5247365451528616,1.3366562652868268,1.9490030983712943,0.9180762734111532
LIRCMOP8_BC,early,adversarial,3.0,20.0,0.9478581490519091,1.012244926394704,1.0085951246966287,1.0972215063685724,0.9589375563006022,0.9835090389435447
LIRCMOP8_BC,early,adversarial,3.0,200.0,0.9360277028797557,1.0310753224949154,1.028289445450922,1.0426118691027222,1.2600084998834473,1.461943000844322
LIRCMOP8_BC,early,adversarial,3.0,2000.0,0.9111444860612881,1.1710978718162897,1.1662382036786396,1.1846092413943328,2.320570357789676,0.7534536510118146
LIRCMOP8_BC,early,distance,1.0,20.0,1.0878934739270478,1.1842092095092251,1.2398097445682967,1.1234438976274326,0.5564251104893235,1.0786433360864764
LIRCMOP8_BC,early,distance,1.0,200.0,1.0566314274440016,1.0935345749200494,1.0962784899775022,1.114261905772924,0.9453876782726038,1.4524262361944498
LIRCMOP8_BC,early,distance,1.0,2000.0,1.0241549314928136,1.483237047472615,1.531878958480101,1.2570578360389308,1.3378975482270434,0.7795782525202442
LIRCMOP8_BC,early,distance,2.0,20.0,1.0922000371402725,1.0888399573415781,1.1377579970420963,1.0912531555627762,0.5522288322274476,1.4248882887344705
LIRCMOP8_BC,early,distance,2.0,200.0,1.0467762414935209,1.3324706410929634,1.3301753586948206,1.1490880210162877,1.0812941065836148,1.1645668314551125
LIRCMOP8_BC,early,distance,2.0,2000.0,1.0359950480679068,1.4084018357870671,1.4286233131398194,1.3219413865242315,1.5281050463047838,0.7557258914794129
LIRCMOP8_BC,early,distance,3.0,20.0,1.095794909463201,1.1447570650828782,1.195426835203691,1.1322326087312669,0.5875119818987947,1.3850779454433981
LIRCMOP8_BC,early,distance,3.0,200.0,1.0714896836295207,1.0660739661118253,1.058160386956438,1.0886729829232011,0.9263658297208386,1.1223270070695253
LIRCMOP8_BC,early,distance,3.0,2000.0,1.031702079042389,1.7250245350024622,1.7405607075459808,1.4330280268759834,1.5243139130741654,1.1502235817931066
LIRCMOP8_BC,late,adversarial,1.0,20.0,0.9224593499807722,0.6199798626619122,0.4932970477578902,0.8412525250552924,0.9320189889052538,0.6733806306692274
LIRCMOP8_BC,late,adversarial,1.0,200.0,0.8656742875416721,0.847520507540025,0.8367475144182877,1.0563449637234987,1.5633895798343271,0.8159724759244109
LIRCMOP8_BC,late,adversarial,1.0,2000.0,0.8788971429189918,0.8350048322579883,0.7708173968566681,1.100967204313812,1.6417826906936073,0.7793116422027571
LIRCMOP8_BC,late,adversarial,2.0,20.0,0.9685839400059872,1.28934774730122,1.0778339248348872,1.2852446457187137,1.28770540611628,1.1730274106760088
LIRCMOP8_BC,late,adversarial,2.0,200.0,0.8952134303816445,1.3359036812558585,1.3724174882064843,1.2194839555306283,1.5985869554266854,1.0229228456580037
LIRCMOP8_BC,late,adversarial,2.0,2000.0,0.9117615312624109,1.197717296169499,1.1985256054587685,1.2125185436497068,2.0928079947300984,0.8584709099254254
LIRCMOP8_BC,late,adversarial,3.0,20.0,0.9855211139230848,1.4024402821885773,1.1434663020644342,1.2501449256317565,1.8260794341579865,0.8596778881004158
LIRCMOP8_BC,late,adversarial,3.0,200.0,0.9454734395143304,1.1121603112166318,1.137043310240881,1.0845012516750938,1.0892329078737815,0.9029575889782651
LIRCMOP8_BC,late,adversarial,3.0,2000.0,0.9495923298669524,1.1290494836743012,1.159865538529653,1.1114339990508333,1.5663920543963192,1.0439932242504122
LIRCMOP8_BC,late,distance,1.0,20.0,1.1072828680596063,1.380680825967686,1.1964835049388636,1.2603469223799402,0.9304560746125494,1.3766394268008058
LIRCMOP8_BC,late,distance,1.0,200.0,1.0179402391400239,1.0013825447965055,0.9927987830382478,0.949210788534119,0.8567997220886495,0.8567668349532023
LIRCMOP8_BC,late,distance,1.0,2000.0,1.0481701344726213,1.0316937565579378,1.0278066229617044,1.0984592735242624,1.0046217758979128,1.104742447477275
LIRCMOP8_BC,late,distance,2.0,20.0,1.1140853010002087,1.2875339078989596,1.054858363375866,1.1779151008899416,0.7944754585531076,1.2728312362417524
LIRCMOP8_BC,late,distance,2.0,200.0,1.0361557873283427,1.0976856798879422,1.1237299749951573,1.0049545414724943,0.8892735331742685,1.0530510370952115
LIRCMOP8_BC,late,distance,2.0,2000.0,1.040719565401652,1.2031101056321585,1.2030973963387455,1.1590241563899804,1.0671792128893947,0.9851918555780266
LIRCMOP8_BC,late,distance,3.0,20.0,1.1109070329067001,1.167949053931839,0.992221006210088,1.1233218195658332,0.6782856995660426,1.370152761762052
LIRCMOP8_BC,late,distance,3.0,200.0,1.02991102736165,1.1096731337784242,1.1373251592039846,1.009964621717336,0.902550965895338,1.0479107332319337
LIRCMOP8_BC,late,distance,3.0,2000.0,1.032340298550187,1.0783021011421032,1.0668175887283717,1.1164215428382693,1.0776756442586366,1.0090642702524166
LIRCMOP8_BC,middle,adversarial,1.0,20.0,1.0204697394416051,1.2232654448719624,1.2768166025707757,1.1728098281328738,0.8527960715307216,2.0615716676385607
LIRCMOP8_BC,middle,adversarial,1.0,200.0,0.9796445368743574,1.4088103150200122,1.4146798615239053,1.2342176808895093,0.9962227834605635,0.8762824095786123
LIRCMOP8_BC,middle,adversarial,1.0,2000.0,0.894364286459973,1.010309010248383,1.0415903107940385,1.148179596387625,1.647209330262865,1.0663267152865405
LIRCMOP8_BC,middle,adversarial,2.0,20.0,1.0293490393866052,1.2656777598619666,1.3872828179728913,1.2481526049390637,1.1174428284484075,1.8290327782730331
LIRCMOP8_BC,middle,adversarial,2.0,200.0,0.9679904907418655,0.8373334583597818,0.8651508529418125,0.9214938380921678,0.8504468661954113,0.6989200867459495
LIRCMOP8_BC,middle,adversarial,2.0,2000.0,0.8442229148730438,0.8250768998014796,0.8128328404151964,1.058888506899777,1.5042974744196733,0.9784899026051
LIRCMOP8_BC,middle,adversarial,3.0,20.0,1.0111422739940243,1.0434279889424911,1.197205083602966,1.3425815418719942,1.103070138157322,1.5401170611254025
LIRCMOP8_BC,middle,adversarial,3.0,200.0,0.9709571644613081,0.9310707721153894,0.9875374706549486,0.9638262360067242,0.7810925823377776,0.7359430479966486
LIRCMOP8_BC,middle,adversarial,3.0,2000.0,0.8446330712438872,1.0310691352375088,0.9854756949405677,1.00123665444329,1.258654089917945,0.9338701928205672
LIRCMOP8_BC,middle,distance,1.0,20.0,1.075809826677762,1.158061715898535,1.2340734104510342,1.0791918399188227,0.6532673948249593,1.5495874717611215
LIRCMOP8_BC,middle,distance,1.0,200.0,1.1079149900254162,1.1555287012803377,1.122108688373886,0.9735425963673305,0.5534208722705595,1.0290193282083446
LIRCMOP8_BC,middle,distance,1.0,2000.0,1.0528945802316898,1.0012712666433312,0.9813412697654975,1.088806376107957,0.9832663199228772,1.643676022823543
LIRCMOP8_BC,middle,distance,2.0,20.0,1.078655161596171,1.0585962641728317,1.1454165752874548,1.0154973974669723,0.916331258829444,1.2026494047517182
LIRCMOP8_BC,middle,distance,2.0,200.0,1.1088273650573262,1.043924700316416,1.023592696388109,1.0573990195915375,0.7322714020841635,1.095702918097151
LIRCMOP8_BC,middle,distance,2.0,2000.0,1.0510983857079355,0.9469795514897579,0.9434535455108986,1.026054383230862,0.9369022025328094,1.7599214194277217
LIRCMOP8_BC,middle,distance,3.0,20.0,1.0732623120026297,1.192493409309741,1.2927713953269975,1.1894973631376042,1.0249670786109641,1.4042210186309383
LIRCMOP8_BC,middle,distance,3.0,200.0,1.102108289950563,1.0324254111609572,1.0118412883871437,1.0724943564318528,0.655516598396929,1.0714237215614908
LIRCMOP8_BC,middle,distance,3.0,2000.0,1.051119569049787,0.9542142852446177,0.9256575298180859,1.0271006305093182,0.9363206961572644,1.3641867602181863
