problem,prefixFE,mode,queryAvailable,firstSelected,firstSurvivedP1,finalIGDRatioVs_raw,finalIGDDifferenceVs_raw,IGDAUCRatioVs_raw,IGDAUCDifferenceVs_raw,finalHVRatioVs_raw,finalHVDifferenceVs_raw,finalIGDRatioVs_de,finalIGDDifferenceVs_de,IGDAUCRatioVs_de,IGDAUCDifferenceVs_de,finalHVRatioVs_de,finalHVDifferenceVs_de,finalIGDRatioVs_pair_only,finalIGDDifferenceVs_pair_only,IGDAUCRatioVs_pair_only,IGDAUCDifferenceVs_pair_only,finalHVRatioVs_pair_only,finalHVDifferenceVs_pair_only
LIRCMOP5_BC,20000.0,adversarial20,1.0,20.0,0.0,1.000074103450444,9.09451219799351e-05,1.0000578943362828,7.10412836599783e-05,nan,0.0,1.0002243723912772,0.00027532468103985686,1.0000158098791432,1.9400885260090206e-05,nan,0.0,1.0004075329737971,0.0004999872864399624,0.999990160497776,-1.2074725449950918e-05,nan,0.0
LIRCMOP5_BC,20000.0,distance20,1.0,20.0,2.0,0.9997409870985993,-0.0003178793938900526,0.9999854052456927,-1.7909007119953912e-05,nan,0.0,0.9998912059861004,-0.00013349983483013084,0.9999433238390406,-6.954940551984201e-05,nan,0.0,1.0000743055593564,9.116277056997468e-05,0.999917676316866,-0.00010102501622988314,nan,0.0
LIRCMOP5_BC,20000.0,adversarial2000,1.0,20.0,2.0,0.9997911674167369,-0.00025629447272002004,0.9999735812444013,-3.2418064199957186e-05,nan,0.0,0.9999413938442225,-7.191491366009828e-05,0.9999315003353271,-8.405846259984529e-05,nan,0.0,1.0001245026078538,0.00015274769174000724,0.9999058531164133,-0.00011553407330988641,nan,0.0
LIRCMOP5_BC,20000.0,distance2000,1.0,20.0,2.0,0.999718856248503,-0.0003450399761499856,0.9999494807047603,-6.19914798900556e-05,nan,0.0,0.9998690718106711,-0.00016066041709006385,0.9999074008098855,-0.0001136318782899437,nan,0.0,1.000052167330728,6.400218831004167e-05,0.9998817542090999,-0.00014510748899998482,nan,0.0
LIRCMOP5_BC,50000.0,adversarial20,1.0,20.0,1.0,0.6956559451157295,-0.04512612763011599,0.8470284484067986,-0.026992383166606987,1.0959252601232465,0.021981655466032007,0.891100316978257,-0.012605432851176004,0.8905083015013305,-0.018376879846025984,1.0237302935401302,0.005821379387042996,0.8809037862199858,-0.013945279531745,0.911135800859066,-0.014577138332675987,1.035738521055366,0.00866552332944201
LIRCMOP5_BC,50000.0,distance20,1.0,20.0,1.0,0.9132747119739792,-0.012859053276755988,0.9862150937587852,-0.0024323965293109873,1.0230213366235592,0.005275430990507007,1.1698590244820692,0.019661641502183996,1.0368397067536583,0.0061831067912700155,0.9556289752110234,-0.010884845088482004,1.1564727611190144,0.018321794821615,1.060856788176794,0.009982848304620012,0.9668383828322465,-0.00804070114608299
LIRCMOP5_BC,50000.0,adversarial2000,1.0,20.0,1.0,0.8378797234882424,-0.02403812452351399,0.8789504565669977,-0.021359629450419,1.0527927768960446,0.012097675120536,1.0732818319633806,0.008482570255425995,0.9240689372990057,-0.012744126129837996,0.9834391976762273,-0.004062600958453011,1.0610006656307067,0.007142723574856999,0.945473826370228,-0.008944384616488,0.9949748157072807,-0.0012184570160539976
LIRCMOP5_BC,50000.0,distance2000,1.0,20.0,2.0,0.8735378273881804,-0.018750976239153977,0.9449377490646427,-0.009715933190083986,1.043333946594868,0.00993014647870602,1.118958071649354,0.013769718539786008,0.9934435042020147,-0.0011004298695029835,0.9746034755032748,-0.006230129600282991,1.106154249029833,0.012429871859217012,1.0164553674382417,0.0026993116438470133,0.986035451625142,-0.0033859856578839775
LIRCMOP5_BC,80000.0,adversarial20,1.0,20.0,0.0,0.9767921123602417,-0.0004993061680510988,0.9820983256899468,-0.0004009944332871995,0.9998203913884227,-5.08773751780045e-05,0.996887505195893,-6.561391388620191e-05,1.0007980029677193,1.754113694229717e-05,1.0002589787520482,7.33282308389982e-05,1.0095970205103109,0.00019976611543539788,1.0179793700907873,0.00038853948296639976,0.9996810185320397,-9.03698451490409e-05
LIRCMOP5_BC,80000.0,distance20,1.0,20.0,1.0,1.0016453087333343,3.5397999665200824e-05,0.9961838893800223,-8.548022318559736e-05,0.9992347795160618,-0.00021676248879898274,1.022252002528544,0.0004690902538300977,1.0151517633224156,0.00033305534704389933,0.9996731099915807,-9.255688278198004e-05,1.0352848948194129,0.0007344702831516975,1.0325795510273785,0.0007040536930680019,0.9990954882927401,-0.00025625495877001914
LIRCMOP5_BC,80000.0,adversarial2000,1.0,20.0,0.0,1.0157895446990808,0.00033970420666220094,1.0005726719939734,1.2827754415901255e-05,0.9986267945935713,-0.00038898517195695703,1.0366872256700623,0.0007733964608270978,1.0196241107041466,0.00043136332464539795,0.9990648583666838,-0.00026477956593995433,1.0499041554662945,0.0010387764901486976,1.037128678180891,0.0008023616706695005,0.9984875881220671,-0.0004284776419279934
