addedUpdates,trainingSeconds,endpointRMSE,loggedPostRMSE,preEndpointRMSE,directionError,nearestTrainingObjective,labelAccuracy,offlineFullFE,offlineCalObjRows,offlineCalConRows,problem,seed,moving
0,0,0.360666335331945,NaN,NaN,35.4757202847456,24.3237511200329,0.5,200,400,200,LIRCMOP8_BC,1,0
20,3.08781595833333,0.328982334747604,0.328982334697843,0.360666334603253,36.1729257029793,19.8886558863588,0.5,200,400,200,LIRCMOP8_BC,1,0
200,20.5951620416667,0.0838651480543827,0.0838651482866168,0.0841215062314279,7.20657853644318,0.194345778820398,0.53,200,400,200,LIRCMOP8_BC,1,0
1000,87.984828375,0.0677958853761029,0.0677958854596998,0.0675614024904394,7.20968610642074,0.0784367393715734,0.48,200,400,200,LIRCMOP8_BC,1,0
2000,175.341516958333,0.067595362971551,0.0675953631705208,0.0671468871263098,4.26970238898728,0.088469400954908,0.58,200,400,200,LIRCMOP8_BC,1,0
