addedUpdates,trainingSeconds,endpointRMSE,loggedPostRMSE,preEndpointRMSE,directionError,nearestTrainingObjective,labelAccuracy,offlineFullFE,offlineCalObjRows,offlineCalConRows,problem,seed,moving
0,0,0.370445828612336,NaN,NaN,38.0355565448394,25.1749136105577,0.5,200,400,200,LIRCMOP8_BC,2,0
20,8.7244655,0.338304533278379,0.338304533291756,0.370445828788424,37.5805840128297,17.4589480446235,0.5,200,400,200,LIRCMOP8_BC,2,0
200,27.3716650416667,0.0857373504329538,0.0857373505295594,0.0966940644727194,11.0476025698488,0.305500596488244,0.545,200,400,200,LIRCMOP8_BC,2,0
1000,88.4980255833333,0.0681864196843058,0.0681864194823617,0.0675025569474712,8.51659149610676,0.0836605471183991,0.485,200,400,200,LIRCMOP8_BC,2,0
2000,162.732517291667,0.0682142852846574,0.068214285226711,0.0692589697564682,7.46161238588418,0.102206811998153,0.515,200,400,200,LIRCMOP8_BC,2,0
