addedUpdates,trainingSeconds,endpointRMSE,loggedPostRMSE,preEndpointRMSE,directionError,nearestTrainingObjective,labelAccuracy,offlineFullFE,offlineCalObjRows,offlineCalConRows,problem,seed,moving
0,0,0.357783917909299,NaN,NaN,34.7180532800684,24.7233878192862,0.5,200,400,200,LIRCMOP7_BC,2,0
20,8.61220895833333,0.313545722889765,0.313545722682719,0.357783917933032,33.6223960413893,15.9868877670214,0.5,200,400,200,LIRCMOP7_BC,2,0
200,27.8810905416667,0.128155947969782,0.128155947725259,0.120882955222076,19.3397339221026,0.488646945957831,0.5,200,400,200,LIRCMOP7_BC,2,0
1000,89.7099262916667,0.112487357698303,0.112487357983947,0.111784481967782,17.3494916946703,0.271020861507289,0.52,200,400,200,LIRCMOP7_BC,2,0
2000,166.365581708333,0.125593387422898,0.125593387596718,0.125460854710162,8.51038319343883,0.129311251648945,0.505,200,400,200,LIRCMOP7_BC,2,0
