problem,seed,arm,updates,trainingPairs,trainingSamples,productionFE,firstUseFE,trainingSeconds,wallSeconds,labelAccuracy,feasibleRequestAccuracy,infeasibleRequestAccuracy,directionError,knownDirectionError,unseenDirectionError,referenceHitRate,unseenRequestFraction,rawUseful,rawFeasible,nearestObjectiveDistance,selected,survivedP1,survivedP2,initialIGD,firstUseIGD,firstUseHV,probeRMSE
LIRCMOP8_BC,1,zero1000,1000,11,16,5000,5200,129.141508583333,145.89574925,0.43,0,0.86,25.9191763179926,13.157764775886,27.0894367650853,0.01,0.916,0.07,0.07,1.16661219065971,20,2,20,1.93549144589322,1.78361168607518,0,0.112081639429012
