problem,run,seed,quotaPercent,FE,IGD
LIRCMOP5_BC,6,6,20,70000,0.0151435170109624
LIRCMOP5_BC,6,6,20,80000,0.0140735608456453
LIRCMOP5_BC,6,6,20,90000,0.0125416282021249
LIRCMOP5_BC,6,6,20,100000,0.0114533922775055
LIRCMOP5_BC,7,7,20,10000,1.25709404004341
LIRCMOP5_BC,7,7,20,20000,1.23400953665588
LIRCMOP5_BC,7,7,20,30000,1.23092781466618
LIRCMOP5_BC,7,7,20,40000,1.18959729300035
LIRCMOP5_BC,7,7,20,50000,0.41829283982565
LIRCMOP5_BC,7,7,20,60000,0.100647136631832
LIRCMOP5_BC,7,7,20,70000,0.0656475626766062
LIRCMOP5_BC,7,7,20,80000,0.0418833421011267
LIRCMOP5_BC,7,7,20,90000,0.0400429076962361
LIRCMOP5_BC,7,7,20,100000,0.0271271604866232
LIRCMOP5_BC,8,8,20,10000,1.23840354565046
LIRCMOP5_BC,8,8,20,20000,1.22337427312947
LIRCMOP5_BC,8,8,20,30000,0.326596777593291
LIRCMOP5_BC,8,8,20,40000,0.261237263730216
LIRCMOP5_BC,8,8,20,50000,0.18847570494558
LIRCMOP5_BC,8,8,20,60000,0.1324010867226
LIRCMOP5_BC,8,8,20,70000,0.0879935811426963
LIRCMOP5_BC,8,8,20,80000,0.0164092126018416
LIRCMOP5_BC,8,8,20,90000,0.0123359907650338
LIRCMOP5_BC,8,8,20,100000,0.0114429460247066
LIRCMOP5_BC,9,9,20,10000,1.23431560455328
LIRCMOP5_BC,9,9,20,20000,1.21838617429118
LIRCMOP5_BC,9,9,20,30000,1.21559617378258
LIRCMOP5_BC,9,9,20,40000,1.21518496278573
LIRCMOP5_BC,9,9,20,50000,1.2118746490311
LIRCMOP5_BC,9,9,20,60000,0.163171602704362
LIRCMOP5_BC,9,9,20,70000,0.0453138083390627
LIRCMOP5_BC,9,9,20,80000,0.0360084307504918
LIRCMOP5_BC,9,9,20,90000,0.0307711243285782
LIRCMOP5_BC,9,9,20,100000,0.0211970130429635
LIRCMOP5_BC,10,10,20,10000,1.23799376376464
LIRCMOP5_BC,10,10,20,20000,1.22796885852741
LIRCMOP5_BC,10,10,20,30000,1.22264068604451
LIRCMOP5_BC,10,10,20,40000,1.20852512178146
LIRCMOP5_BC,10,10,20,50000,1.19243810656646
LIRCMOP5_BC,10,10,20,60000,0.757213782085037
LIRCMOP5_BC,10,10,20,70000,0.0786989869766059
LIRCMOP5_BC,10,10,20,80000,0.0442034638507235
LIRCMOP5_BC,10,10,20,90000,0.0381029238313865
LIRCMOP5_BC,10,10,20,100000,0.0211708062604656
LIRCMOP7_BC,1,1,20,10000,0.175685621898128
LIRCMOP7_BC,1,1,20,20000,0.125063601289663
LIRCMOP7_BC,1,1,20,30000,0.110545989911767
LIRCMOP7_BC,1,1,20,40000,0.0584206550637341
LIRCMOP7_BC,1,1,20,50000,0.0148434742839979
LIRCMOP7_BC,1,1,20,60000,0.0106115249785394
LIRCMOP7_BC,1,1,20,70000,0.008829155305324
LIRCMOP7_BC,1,1,20,80000,0.00861422095061196
LIRCMOP7_BC,1,1,20,90000,0.00849543713605134
LIRCMOP7_BC,1,1,20,100000,0.00845281623936541
LIRCMOP7_BC,2,2,20,10000,1.7157467003444
LIRCMOP7_BC,2,2,20,20000,0.163318821025014
LIRCMOP7_BC,2,2,20,30000,0.0348958191391965
LIRCMOP7_BC,2,2,20,40000,0.0169456491630408
LIRCMOP7_BC,2,2,20,50000,0.011737729842584
LIRCMOP7_BC,2,2,20,60000,0.00987098765845684
LIRCMOP7_BC,2,2,20,70000,0.00927658409442331
LIRCMOP7_BC,2,2,20,80000,0.00878439341673209
LIRCMOP7_BC,2,2,20,90000,0.00820194249444212
LIRCMOP7_BC,2,2,20,100000,0.00787089221333678
LIRCMOP7_BC,3,3,20,10000,0.200044622324765
LIRCMOP7_BC,3,3,20,20000,0.121292072560864
LIRCMOP7_BC,3,3,20,30000,0.100534049821165
LIRCMOP7_BC,3,3,20,40000,0.105186907814735
LIRCMOP7_BC,3,3,20,50000,0.0730329529268623
LIRCMOP7_BC,3,3,20,60000,0.0237663108083881
LIRCMOP7_BC,3,3,20,70000,0.013842723707344
LIRCMOP7_BC,3,3,20,80000,0.0107075677366543
LIRCMOP7_BC,3,3,20,90000,0.00915550479653949
LIRCMOP7_BC,3,3,20,100000,0.00895744323516372
LIRCMOP7_BC,4,4,20,10000,0.519631318963491
LIRCMOP7_BC,4,4,20,20000,0.169153984068984
LIRCMOP7_BC,4,4,20,30000,0.160493397354078
LIRCMOP7_BC,4,4,20,40000,0.125462871536566
LIRCMOP7_BC,4,4,20,50000,0.108264024477995
LIRCMOP7_BC,4,4,20,60000,0.0197714471274468
LIRCMOP7_BC,4,4,20,70000,0.00974029234835763
LIRCMOP7_BC,4,4,20,80000,0.00891943103574322
LIRCMOP7_BC,4,4,20,90000,0.00841917883243959
LIRCMOP7_BC,4,4,20,100000,0.00797001163019462
LIRCMOP7_BC,5,5,20,10000,0.206926493418665
LIRCMOP7_BC,5,5,20,20000,0.150636759777085
LIRCMOP7_BC,5,5,20,30000,0.11943534595398
LIRCMOP7_BC,5,5,20,40000,0.0199272567911461
LIRCMOP7_BC,5,5,20,50000,0.0108915898232944
LIRCMOP7_BC,5,5,20,60000,0.00882395140613307
LIRCMOP7_BC,5,5,20,70000,0.00884917121412974
LIRCMOP7_BC,5,5,20,80000,0.00878201207196197
LIRCMOP7_BC,5,5,20,90000,0.00888434038576492
LIRCMOP7_BC,5,5,20,100000,0.00849564961170713
LIRCMOP7_BC,6,6,20,10000,0.19087148937537
LIRCMOP7_BC,6,6,20,20000,0.0997319791908421
LIRCMOP7_BC,6,6,20,30000,0.0407087021031891
LIRCMOP7_BC,6,6,20,40000,0.032430518576701
LIRCMOP7_BC,6,6,20,50000,0.0226064171349342
LIRCMOP7_BC,6,6,20,60000,0.0109676525423226
LIRCMOP7_BC,6,6,20,70000,0.00971251082046684
LIRCMOP7_BC,6,6,20,80000,0.00912803468808339
LIRCMOP7_BC,6,6,20,90000,0.00909556137427698
LIRCMOP7_BC,6,6,20,100000,0.00945503256861209
LIRCMOP7_BC,7,7,20,10000,1.69123557484584
LIRCMOP7_BC,7,7,20,20000,0.137994244435547
LIRCMOP7_BC,7,7,20,30000,0.0382051185468113
LIRCMOP7_BC,7,7,20,40000,0.0143767382068717
LIRCMOP7_BC,7,7,20,50000,0.0107869811076224
LIRCMOP7_BC,7,7,20,60000,0.00935878450643965
LIRCMOP7_BC,7,7,20,70000,0.00890769086435974
LIRCMOP7_BC,7,7,20,80000,0.00920281396732354
LIRCMOP7_BC,7,7,20,90000,0.00861537257345952
LIRCMOP7_BC,7,7,20,100000,0.00868998255955329
LIRCMOP7_BC,8,8,20,10000,0.20286451264888
LIRCMOP7_BC,8,8,20,20000,0.132136902300929
LIRCMOP7_BC,8,8,20,30000,0.124702128040029
LIRCMOP7_BC,8,8,20,40000,0.1195290665641
LIRCMOP7_BC,8,8,20,50000,0.116682601103037
LIRCMOP7_BC,8,8,20,60000,0.10465317766158
LIRCMOP7_BC,8,8,20,70000,0.0897801186388385
LIRCMOP7_BC,8,8,20,80000,0.0895941258951984
LIRCMOP7_BC,8,8,20,90000,0.0896547913451454
LIRCMOP7_BC,8,8,20,100000,0.0895758688755978
LIRCMOP7_BC,9,9,20,10000,0.176486740493915
LIRCMOP7_BC,9,9,20,20000,0.129773253592963
LIRCMOP7_BC,9,9,20,30000,0.112121077882732
LIRCMOP7_BC,9,9,20,40000,0.105187161747264
LIRCMOP7_BC,9,9,20,50000,0.102492364224404
LIRCMOP7_BC,9,9,20,60000,0.0723130009585003
LIRCMOP7_BC,9,9,20,70000,0.0172420294043622
LIRCMOP7_BC,9,9,20,80000,0.00950857285801094
LIRCMOP7_BC,9,9,20,90000,0.00880074766803043
LIRCMOP7_BC,9,9,20,100000,0.00841831913141168
LIRCMOP7_BC,10,10,20,10000,0.185510989114728
LIRCMOP7_BC,10,10,20,20000,0.100035677021248
LIRCMOP7_BC,10,10,20,30000,0.0862502627439448
LIRCMOP7_BC,10,10,20,40000,0.0686769361884923
LIRCMOP7_BC,10,10,20,50000,0.0621729585967364
LIRCMOP7_BC,10,10,20,60000,0.0674465371371243
LIRCMOP7_BC,10,10,20,70000,0.0204306285299966
LIRCMOP7_BC,10,10,20,80000,0.00998221218283966
LIRCMOP7_BC,10,10,20,90000,0.00880797764243215
LIRCMOP7_BC,10,10,20,100000,0.00858778764859111
LIRCMOP8_BC,1,1,20,10000,0.363766817822074
LIRCMOP8_BC,1,1,20,20000,0.222573748925028
LIRCMOP8_BC,1,1,20,30000,0.133355928189237
LIRCMOP8_BC,1,1,20,40000,0.128261868737491
LIRCMOP8_BC,1,1,20,50000,0.114996174254447
LIRCMOP8_BC,1,1,20,60000,0.0831700206309278
LIRCMOP8_BC,1,1,20,70000,0.028600526638072
LIRCMOP8_BC,1,1,20,80000,0.00975102727603898
LIRCMOP8_BC,1,1,20,90000,0.00863899796864658
LIRCMOP8_BC,1,1,20,100000,0.00834878118691461
LIRCMOP8_BC,2,2,20,10000,1.68544667527629
LIRCMOP8_BC,2,2,20,20000,0.319042943586134
LIRCMOP8_BC,2,2,20,30000,0.239653941100569
LIRCMOP8_BC,2,2,20,40000,0.167896648427014
LIRCMOP8_BC,2,2,20,50000,0.0318966015989356
LIRCMOP8_BC,2,2,20,60000,0.010665413952255
LIRCMOP8_BC,2,2,20,70000,0.00957225419291146
LIRCMOP8_BC,2,2,20,80000,0.00918218330423609
LIRCMOP8_BC,2,2,20,90000,0.00854013088560652
LIRCMOP8_BC,2,2,20,100000,0.00797758864888905
LIRCMOP8_BC,3,3,20,10000,1.6858152084116
LIRCMOP8_BC,3,3,20,20000,0.158317598776366
LIRCMOP8_BC,3,3,20,30000,0.106365652736735
LIRCMOP8_BC,3,3,20,40000,0.0825149123787779
LIRCMOP8_BC,3,3,20,50000,0.0130145040490582
LIRCMOP8_BC,3,3,20,60000,0.00965189939313405
LIRCMOP8_BC,3,3,20,70000,0.00889117768978117
LIRCMOP8_BC,3,3,20,80000,0.00835781302237526
LIRCMOP8_BC,3,3,20,90000,0.00821715611700454
LIRCMOP8_BC,3,3,20,100000,0.0081028282149543
LIRCMOP8_BC,4,4,20,10000,0.417177916823696
LIRCMOP8_BC,4,4,20,20000,0.233072693012241
LIRCMOP8_BC,4,4,20,30000,0.165045623711946
LIRCMOP8_BC,4,4,20,40000,0.125339974533092
LIRCMOP8_BC,4,4,20,50000,0.0199833174100974
LIRCMOP8_BC,4,4,20,60000,0.0121026412760024
LIRCMOP8_BC,4,4,20,70000,0.00990719860800443
LIRCMOP8_BC,4,4,20,80000,0.00865970896575975
LIRCMOP8_BC,4,4,20,90000,0.0085410501368832
LIRCMOP8_BC,4,4,20,100000,0.00843482629108756
LIRCMOP8_BC,5,5,20,10000,0.278556965754037
LIRCMOP8_BC,5,5,20,20000,0.207767714523426
LIRCMOP8_BC,5,5,20,30000,0.131860501644104
LIRCMOP8_BC,5,5,20,40000,0.111171182643066
LIRCMOP8_BC,5,5,20,50000,0.0765090247984309
LIRCMOP8_BC,5,5,20,60000,0.0105224585315108
LIRCMOP8_BC,5,5,20,70000,0.00934510933818264
LIRCMOP8_BC,5,5,20,80000,0.00852863049064168
LIRCMOP8_BC,5,5,20,90000,0.00844542435593613
LIRCMOP8_BC,5,5,20,100000,0.00796045912712643
LIRCMOP8_BC,6,6,20,10000,1.68804977995721
LIRCMOP8_BC,6,6,20,20000,0.198595550278435
LIRCMOP8_BC,6,6,20,30000,0.104822417339456
LIRCMOP8_BC,6,6,20,40000,0.083275535245425
LIRCMOP8_BC,6,6,20,50000,0.0221875115154995
LIRCMOP8_BC,6,6,20,60000,0.0151433098266564
LIRCMOP8_BC,6,6,20,70000,0.0104369970838271
LIRCMOP8_BC,6,6,20,80000,0.00892835091245864
LIRCMOP8_BC,6,6,20,90000,0.00851933706402275
LIRCMOP8_BC,6,6,20,100000,0.0082169636736443
LIRCMOP8_BC,7,7,20,10000,0.556550598128402
LIRCMOP8_BC,7,7,20,20000,0.180135878718592
LIRCMOP8_BC,7,7,20,30000,0.154344459156533
LIRCMOP8_BC,7,7,20,40000,0.105254595144723
LIRCMOP8_BC,7,7,20,50000,0.0125837827652114
LIRCMOP8_BC,7,7,20,60000,0.00932191873418919
LIRCMOP8_BC,7,7,20,70000,0.0091883318699334
LIRCMOP8_BC,7,7,20,80000,0.00849953463666122
LIRCMOP8_BC,7,7,20,90000,0.00779629567034292
LIRCMOP8_BC,7,7,20,100000,0.00757605205719375
LIRCMOP8_BC,8,8,20,10000,1.68366910471555
LIRCMOP8_BC,8,8,20,20000,0.291239290894412
LIRCMOP8_BC,8,8,20,30000,0.25378092236422
LIRCMOP8_BC,8,8,20,40000,0.172942115248487
LIRCMOP8_BC,8,8,20,50000,0.0804222112820388
LIRCMOP8_BC,8,8,20,60000,0.0114364515743606
LIRCMOP8_BC,8,8,20,70000,0.010023288356341
LIRCMOP8_BC,8,8,20,80000,0.00926912500649748
LIRCMOP8_BC,8,8,20,90000,0.0084604109036433
LIRCMOP8_BC,8,8,20,100000,0.0083966038957706
LIRCMOP8_BC,9,9,20,10000,1.68880793627879
LIRCMOP8_BC,9,9,20,20000,0.243802804882167
LIRCMOP8_BC,9,9,20,30000,0.104138442114066
LIRCMOP8_BC,9,9,20,40000,0.0123879333269771
LIRCMOP8_BC,9,9,20,50000,0.0100569076738266
LIRCMOP8_BC,9,9,20,60000,0.00894818986253307
LIRCMOP8_BC,9,9,20,70000,0.00857754146098015
LIRCMOP8_BC,9,9,20,80000,0.00811806299337833
LIRCMOP8_BC,9,9,20,90000,0.00792062128097749
LIRCMOP8_BC,9,9,20,100000,0.00765074375426173
LIRCMOP8_BC,10,10,20,10000,0.378464609170208
LIRCMOP8_BC,10,10,20,20000,0.166215390227461
LIRCMOP8_BC,10,10,20,30000,0.130505463672491
LIRCMOP8_BC,10,10,20,40000,0.0854392637870765
LIRCMOP8_BC,10,10,20,50000,0.0717497151598398
LIRCMOP8_BC,10,10,20,60000,0.0115460513694892
LIRCMOP8_BC,10,10,20,70000,0.00904471830528632
LIRCMOP8_BC,10,10,20,80000,0.00852950585093822
LIRCMOP8_BC,10,10,20,90000,0.00809402066383679
LIRCMOP8_BC,10,10,20,100000,0.00800627459649766
LIRCMOP10_BC,1,1,20,10000,0.803686197277295
LIRCMOP10_BC,1,1,20,20000,0.57373317592585
LIRCMOP10_BC,1,1,20,30000,0.323147955157512
LIRCMOP10_BC,1,1,20,40000,0.263509254178261
LIRCMOP10_BC,1,1,20,50000,0.224081819221039
LIRCMOP10_BC,1,1,20,60000,0.218528626430444
LIRCMOP10_BC,1,1,20,70000,0.217096291136085
LIRCMOP10_BC,1,1,20,80000,0.123520480708504
LIRCMOP10_BC,1,1,20,90000,0.103402995334533
LIRCMOP10_BC,1,1,20,100000,0.0282497601113109
LIRCMOP10_BC,2,2,20,10000,0.693864913744359
LIRCMOP10_BC,2,2,20,20000,0.423812813246206
LIRCMOP10_BC,2,2,20,30000,0.283991360007547
LIRCMOP10_BC,2,2,20,40000,0.225518944018534
LIRCMOP10_BC,2,2,20,50000,0.219593680574264
LIRCMOP10_BC,2,2,20,60000,0.215938429766225
LIRCMOP10_BC,2,2,20,70000,0.149805092087456
LIRCMOP10_BC,2,2,20,80000,0.135319976162236
LIRCMOP10_BC,2,2,20,90000,0.111711785009822
LIRCMOP10_BC,2,2,20,100000,0.0318826040075249
LIRCMOP10_BC,3,3,20,10000,0.7317141290455
LIRCMOP10_BC,3,3,20,20000,0.648849505665135
LIRCMOP10_BC,3,3,20,30000,0.455632117955371
LIRCMOP10_BC,3,3,20,40000,0.251107528325927
LIRCMOP10_BC,3,3,20,50000,0.227573654356727
LIRCMOP10_BC,3,3,20,60000,0.0956175978116493
LIRCMOP10_BC,3,3,20,70000,0.0378018933673356
LIRCMOP10_BC,3,3,20,80000,0.0272990433507292
LIRCMOP10_BC,3,3,20,90000,0.0230085717810144
LIRCMOP10_BC,3,3,20,100000,0.0202526483004786
LIRCMOP10_BC,4,4,20,10000,0.708916094119007
LIRCMOP10_BC,4,4,20,20000,0.44806510172098
LIRCMOP10_BC,4,4,20,30000,0.283342052357755
LIRCMOP10_BC,4,4,20,40000,0.237332026506603
LIRCMOP10_BC,4,4,20,50000,0.217747565745284
LIRCMOP10_BC,4,4,20,60000,0.218360862322752
LIRCMOP10_BC,4,4,20,70000,0.130390636861244
LIRCMOP10_BC,4,4,20,80000,0.113371395327143
LIRCMOP10_BC,4,4,20,90000,0.104005111820408
LIRCMOP10_BC,4,4,20,100000,0.0351545146605657
LIRCMOP10_BC,5,5,20,10000,0.661294562598077
LIRCMOP10_BC,5,5,20,20000,0.635320466896448
LIRCMOP10_BC,5,5,20,30000,0.419328250577086
LIRCMOP10_BC,5,5,20,40000,0.275738625221922
LIRCMOP10_BC,5,5,20,50000,0.224661833218976
LIRCMOP10_BC,5,5,20,60000,0.219439044142698
LIRCMOP10_BC,5,5,20,70000,0.115102342276723
LIRCMOP10_BC,5,5,20,80000,0.0335337659500985
LIRCMOP10_BC,5,5,20,90000,0.0250195661097572
LIRCMOP10_BC,5,5,20,100000,0.0211157151796351
LIRCMOP10_BC,6,6,20,10000,0.689708961668561
LIRCMOP10_BC,6,6,20,20000,0.427981988534117
LIRCMOP10_BC,6,6,20,30000,0.257803958278227
LIRCMOP10_BC,6,6,20,40000,0.221651349170467
LIRCMOP10_BC,6,6,20,50000,0.217548084838592
LIRCMOP10_BC,6,6,20,60000,0.129516490055544
LIRCMOP10_BC,6,6,20,70000,0.105009757111011
LIRCMOP10_BC,6,6,20,80000,0.0326931671231605
LIRCMOP10_BC,6,6,20,90000,0.02247791753035
LIRCMOP10_BC,6,6,20,100000,0.0193461374538083
LIRCMOP10_BC,7,7,20,10000,0.95050793278217
LIRCMOP10_BC,7,7,20,20000,0.673545730443066
LIRCMOP10_BC,7,7,20,30000,0.664515919986169
LIRCMOP10_BC,7,7,20,40000,0.463358311168698
LIRCMOP10_BC,7,7,20,50000,0.297578077303965
LIRCMOP10_BC,7,7,20,60000,0.185064808769645
LIRCMOP10_BC,7,7,20,70000,0.0962830614382318
LIRCMOP10_BC,7,7,20,80000,0.0483708118840246
LIRCMOP10_BC,7,7,20,90000,0.0332592910306698
LIRCMOP10_BC,7,7,20,100000,0.0273315733534538
LIRCMOP10_BC,8,8,20,10000,0.813288732277569
LIRCMOP10_BC,8,8,20,20000,0.438687736121359
LIRCMOP10_BC,8,8,20,30000,0.256995670578267
LIRCMOP10_BC,8,8,20,40000,0.23489079808409
LIRCMOP10_BC,8,8,20,50000,0.220206364867917
LIRCMOP10_BC,8,8,20,60000,0.15317973913121
LIRCMOP10_BC,8,8,20,70000,0.133630766999554
LIRCMOP10_BC,8,8,20,80000,0.104643914971825
LIRCMOP10_BC,8,8,20,90000,0.0303702790112034
LIRCMOP10_BC,8,8,20,100000,0.0243498071014134
LIRCMOP10_BC,9,9,20,10000,0.737436312416755
LIRCMOP10_BC,9,9,20,20000,0.428859576043787
LIRCMOP10_BC,9,9,20,30000,0.245646950035201
LIRCMOP10_BC,9,9,20,40000,0.219157235566173
LIRCMOP10_BC,9,9,20,50000,0.218892529120718
LIRCMOP10_BC,9,9,20,60000,0.132532272019488
LIRCMOP10_BC,9,9,20,70000,0.104680600490502
LIRCMOP10_BC,9,9,20,80000,0.0242585980040953
LIRCMOP10_BC,9,9,20,90000,0.0200614798733981
LIRCMOP10_BC,9,9,20,100000,0.016819595609625
LIRCMOP10_BC,10,10,20,10000,0.753226228346297
LIRCMOP10_BC,10,10,20,20000,0.443416319506009
LIRCMOP10_BC,10,10,20,30000,0.239038884072909
LIRCMOP10_BC,10,10,20,40000,0.231349630042478
LIRCMOP10_BC,10,10,20,50000,0.225887405507669
LIRCMOP10_BC,10,10,20,60000,0.146616286954345
LIRCMOP10_BC,10,10,20,70000,0.120133077917523
LIRCMOP10_BC,10,10,20,80000,0.105096093591893
LIRCMOP10_BC,10,10,20,90000,0.0273395292805919
LIRCMOP10_BC,10,10,20,100000,0.0218850285516005
LIRCMOP12_BC,1,1,20,10000,0.336458865632291
LIRCMOP12_BC,1,1,20,20000,0.305859127209397
LIRCMOP12_BC,1,1,20,30000,0.287045051283544
LIRCMOP12_BC,1,1,20,40000,0.280675875274257
LIRCMOP12_BC,1,1,20,50000,0.268598925969201
LIRCMOP12_BC,1,1,20,60000,0.253961404547714
LIRCMOP12_BC,1,1,20,70000,0.146654894206979
LIRCMOP12_BC,1,1,20,80000,0.10502384742903
LIRCMOP12_BC,1,1,20,90000,0.089784028186866
LIRCMOP12_BC,1,1,20,100000,0.0363840578824842
LIRCMOP12_BC,2,2,20,10000,0.298209963104125
LIRCMOP12_BC,2,2,20,20000,0.288803383183936
LIRCMOP12_BC,2,2,20,30000,0.287656421955051
LIRCMOP12_BC,2,2,20,40000,0.184237154826819
LIRCMOP12_BC,2,2,20,50000,0.155504990881758
LIRCMOP12_BC,2,2,20,60000,0.140923132451855
LIRCMOP12_BC,2,2,20,70000,0.102403679799303
LIRCMOP12_BC,2,2,20,80000,0.0845149389350738
LIRCMOP12_BC,2,2,20,90000,0.0404110114355462
LIRCMOP12_BC,2,2,20,100000,0.0190853707951189
LIRCMOP12_BC,3,3,20,10000,0.301260768167732
LIRCMOP12_BC,3,3,20,20000,0.220477193225706
LIRCMOP12_BC,3,3,20,30000,0.169497822807458
LIRCMOP12_BC,3,3,20,40000,0.158423041263033
LIRCMOP12_BC,3,3,20,50000,0.158108550022208
LIRCMOP12_BC,3,3,20,60000,0.152622588838458
LIRCMOP12_BC,3,3,20,70000,0.137457496943269
LIRCMOP12_BC,3,3,20,80000,0.132631192009602
LIRCMOP12_BC,3,3,20,90000,0.0934795354191695
LIRCMOP12_BC,3,3,20,100000,0.0828207334213166
LIRCMOP12_BC,4,4,20,10000,0.270824258434928
LIRCMOP12_BC,4,4,20,20000,0.169343910781758
LIRCMOP12_BC,4,4,20,30000,0.165292914511111
LIRCMOP12_BC,4,4,20,40000,0.134203005286268
LIRCMOP12_BC,4,4,20,50000,0.128047820801841
LIRCMOP12_BC,4,4,20,60000,0.110251759200265
LIRCMOP12_BC,4,4,20,70000,0.101125315494584
LIRCMOP12_BC,4,4,20,80000,0.0861349996013907
LIRCMOP12_BC,4,4,20,90000,0.0399519143847228
LIRCMOP12_BC,4,4,20,100000,0.0208210399478327
LIRCMOP12_BC,5,5,20,10000,0.302430375543956
LIRCMOP12_BC,5,5,20,20000,0.193323215899908
LIRCMOP12_BC,5,5,20,30000,0.179016472912655
LIRCMOP12_BC,5,5,20,40000,0.153544606243825
LIRCMOP12_BC,5,5,20,50000,0.144324744322697
LIRCMOP12_BC,5,5,20,60000,0.13575994459824
LIRCMOP12_BC,5,5,20,70000,0.101691971492432
LIRCMOP12_BC,5,5,20,80000,0.0896709741664944
LIRCMOP12_BC,5,5,20,90000,0.0774888662025217
LIRCMOP12_BC,5,5,20,100000,0.0334260530721927
LIRCMOP12_BC,6,6,20,10000,0.429734254255227
LIRCMOP12_BC,6,6,20,20000,0.294900646106619
LIRCMOP12_BC,6,6,20,30000,0.286779852632041
LIRCMOP12_BC,6,6,20,40000,0.157452572294839
LIRCMOP12_BC,6,6,20,50000,0.141889659559157
LIRCMOP12_BC,6,6,20,60000,0.134182781692025
LIRCMOP12_BC,6,6,20,70000,0.132144212532026
LIRCMOP12_BC,6,6,20,80000,0.0944022078411379
LIRCMOP12_BC,6,6,20,90000,0.0846776009264051
LIRCMOP12_BC,6,6,20,100000,0.0738805320959951
LIRCMOP12_BC,7,7,20,10000,0.427290250287878
LIRCMOP12_BC,7,7,20,20000,0.310370682894319
LIRCMOP12_BC,7,7,20,30000,0.292700178179484
LIRCMOP12_BC,7,7,20,40000,0.153911184759173
LIRCMOP12_BC,7,7,20,50000,0.1407942327203
LIRCMOP12_BC,7,7,20,60000,0.101994882577553
LIRCMOP12_BC,7,7,20,70000,0.0867180829801476
LIRCMOP12_BC,7,7,20,80000,0.0373066224579407
LIRCMOP12_BC,7,7,20,90000,0.013556202495607
LIRCMOP12_BC,7,7,20,100000,0.00797851538698691
LIRCMOP12_BC,8,8,20,10000,0.199432182003183
LIRCMOP12_BC,8,8,20,20000,0.180885246699907
LIRCMOP12_BC,8,8,20,30000,0.170745506579786
LIRCMOP12_BC,8,8,20,40000,0.162232745065214
