problem,seed,prefixFE,mode,backboneSeed,queryAvailable,trainingStream,initialIGD,finalIGD,finalHV,IGDAUC,firstSelected,firstSurvivedP1,firstGuidedInfeasible,suffixFE,wallSeconds
LIRCMOP8_BC,1,20000,pair_only,1891096984,1,1,0.186415690105875,0.148170722049703,0.237361905262317,0.163835246960952,20,1,65,5000,1.72265254166667
