problem,run,seed,target_FE,actual_FE,generation,query_mode,train_count,prev_bmem_candidate_count,prev_bmem_survivor_count,raw_generated_count,feasible_rate,gap_ratio50,gap_ratio90,near_boundary_rate_gap1,better_than_random_gap_rate,sample_feasible_count,sample_infeasible_count
LIRCMOP5_BC,3,3,10000,10000,49,boundary_populated,8,0,0,0,NaN,NaN,NaN,NaN,NaN,399,1
LIRCMOP5_BC,3,3,30000,30154,137,boundary_populated,58,65,45,30,0.2,1.26768259344307,2.2308280881175,0.366666666666667,1,342,58
LIRCMOP5_BC,3,3,50000,50100,224,boundary_populated,108,91,73,30,0.2,3.33140679702238,8.89973131176009,0.133333333333333,1,212,188
LIRCMOP5_BC,3,3,70000,70180,317,boundary_populated,46,41,9,30,0.0666666666666667,2.12299321468878,10.8045394238079,0.3,1,251,149
LIRCMOP5_BC,3,3,100000,100108,462,boundary_populated,25,29,14,0,NaN,NaN,NaN,NaN,NaN,284,116
LIRCMOP6_BC,3,3,10000,10124,48,boundary_populated,116,111,109,30,0.766666666666667,1.99268130294905,11.6219947199207,0.333333333333333,1,358,42
LIRCMOP6_BC,3,3,30000,30128,135,boundary_populated,63,56,45,30,0.4,0.580143408607986,2.06467632340989,0.666666666666667,1,340,60
LIRCMOP6_BC,3,3,50000,50124,222,boundary_populated,136,153,103,30,0.366666666666667,1.6042717207527,5.3501361753574,0.333333333333333,1,236,164
LIRCMOP6_BC,3,3,70000,70200,311,boundary_populated,32,44,15,16,0.0625,3.87025535135196,31.4890834875703,0.0625,1,269,131
LIRCMOP6_BC,3,3,100000,100082,449,boundary_populated,29,22,2,0,NaN,NaN,NaN,NaN,NaN,273,127
LIRCMOP7_BC,3,3,10000,10080,47,boundary_populated,132,141,127,30,0.166666666666667,1.22094541194194,2.70650427957266,0.4,1,352,48
LIRCMOP7_BC,3,3,30000,30078,134,boundary_populated,50,65,39,28,0.357142857142857,0.643181525909467,3.57525958303688,0.678571428571429,1,274,126
LIRCMOP7_BC,3,3,50000,50072,221,boundary_populated,118,147,102,30,0.266666666666667,3.24584367937159,12.7833030262516,0.2,1,196,204
LIRCMOP7_BC,3,3,70000,70082,308,boundary_populated,197,201,177,30,0.233333333333333,0.390429850160786,8.08321849205239,0.666666666666667,1,148,252
LIRCMOP7_BC,3,3,100000,100212,439,boundary_populated,146,139,117,30,0.233333333333333,0.878385121369815,3.21088811630009,0.566666666666667,1,118,282
LIRCMOP8_BC,3,3,10000,10090,46,boundary_populated,58,73,44,30,0.366666666666667,0.811282961068974,6.80086349359291,0.533333333333333,1,352,48
LIRCMOP8_BC,3,3,30000,30072,133,boundary_populated,69,78,67,30,0.233333333333333,0.856470463384132,4.12514572458341,0.566666666666667,1,292,108
LIRCMOP8_BC,3,3,50000,50080,220,boundary_populated,89,75,72,30,0.133333333333333,0.843902119429485,3.31378476234186,0.6,1,307,93
LIRCMOP8_BC,3,3,70000,70090,307,boundary_populated,119,116,112,30,0.166666666666667,1.87277249333667,5.66261347831997,0.366666666666667,1,276,124
LIRCMOP8_BC,3,3,100000,100220,438,boundary_populated,124,131,103,30,0.266666666666667,0.396301581511885,1.89125133406781,0.733333333333333,1,206,194
LIRCMOP9_BC,3,3,10000,10102,49,boundary_populated,9,9,5,0,NaN,NaN,NaN,NaN,NaN,229,171
LIRCMOP9_BC,3,3,30000,30006,142,boundary_populated,51,51,20,26,0.692307692307692,0.272678372848687,19.0814707110301,0.653846153846154,1,284,116
LIRCMOP9_BC,3,3,50000,50124,233,boundary_populated,49,42,15,22,0.772727272727273,0.0246651646821232,1.26662483421807,0.863636363636364,1,229,171
LIRCMOP9_BC,3,3,70000,70070,323,boundary_populated,39,54,24,20,0.7,2.03400589295208,100.771654603268,0.45,1,203,197
LIRCMOP9_BC,3,3,100000,100072,457,boundary_populated,58,51,33,30,0.533333333333333,0.376823207020636,49.0269686850895,0.6,1,190,210
LIRCMOP10_BC,3,3,10000,10132,48,boundary_populated,52,50,44,26,0.730769230769231,5.57868216145472,47.9904082147902,0.307692307692308,1,314,86
LIRCMOP10_BC,3,3,30000,30194,141,boundary_populated,47,48,24,26,0.230769230769231,2.50721772171937,216.314327248433,0.384615384615385,1,246,154
LIRCMOP10_BC,3,3,50000,50070,228,boundary_populated,78,59,33,30,0.433333333333333,0.486812035298533,5.02102385819307,0.666666666666667,1,261,139
LIRCMOP10_BC,3,3,70000,70052,315,boundary_populated,81,99,51,30,0.433333333333333,1.69720673305966,23.9175908610965,0.366666666666667,1,245,155
LIRCMOP10_BC,3,3,100000,100182,446,boundary_populated,88,100,53,30,0.433333333333333,1.0407845388154,22.7782980089015,0.5,1,250,150
