problem,FE,arm,pairs,updates,epochs,RMSE,relativeError,thickness,probeRMSE,objectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,seconds
LIRCMOP9_BC,30000,warm20,9,20,20,0.168274983274003,13.3935991945362,0.0261621613176323,0.17068919225408,4.45870058868526,0.236111111111111,0.694444444444444,2.4336925
LIRCMOP9_BC,30000,warm200,9,200,200,0.159005497469886,12.0475447447454,0.0237392198790939,0.160753558572603,4.05448348036514,0.347222222222222,0.652777777777778,8.98340995833333
LIRCMOP9_BC,30000,warm1000,9,1000,1000,0.150381182992778,10.8823343009055,0.014855897157085,0.151294630821186,1.42649968350052,0.305555555555556,0.541666666666667,39.2885425833333
LIRCMOP9_BC,30000,resetAdam1000,9,1000,1000,0.150381599983294,10.8819055157845,0.0148603899629989,0.151294615613537,1.42580741048163,0.305555555555556,0.541666666666667,32.5337032083333
LIRCMOP9_BC,30000,fresh1000,9,1000,1000,0.190963822394227,16.0981690333693,0.0290905250065276,0.203789400894959,4.32179706774451,0.847222222222222,0,33.1302086666667
LIRCMOP9_BC,30000,noAdv1000,9,1000,1000,0.150396451222281,10.8844995172305,0.014852868106897,0.151309133792731,1.42718328694564,0.305555555555556,0.541666666666667,31.4503805
LIRCMOP9_BC,30000,uniformGap1000,9,1000,1000,0.13698756312805,10.4855930051668,0.0143024992200367,0.137529805499643,1.27851058438742,0.958333333333333,0,33.227454125
