refA,refB,conditionDistance,targetJumpRMS,generatedJumpRMS
1,2,0.0142842783892367,0.410892314222594,0.00199617704455478
2,3,0.0142849854785162,0.0165009770250785,0.00298628398141508
3,4,0.0142849854785161,0.0212101988979554,0.00241345368855525
4,5,0.0142849854785162,0.0234135274569335,0.00292461835608824
5,6,0.0142849854785161,0.0116179427219569,0.00393300293177077
6,7,0.0142849854785161,0.0218481306222251,0.00470504922384963
7,71,0.914239070625031,0.633145827314729,0.357513466927202
71,100,0.414263871770789,0.200751669803451,0.142632549636296
