problem,FE,arm,pairs,updates,epochs,RMSE,relativeError,thickness,probeRMSE,objectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,seconds
LIRCMOP7_BC,30000,warm20,88,20,3.33333333333333,0.0535596887007418,2.76672288291851,0.00890435853796997,0.0537381633353926,1.00644128986311,0.0142045454545455,0.970170454545455,2.77575345833333
LIRCMOP7_BC,30000,warm200,88,200,33.3333333333333,0.0531182285984555,2.74254701111677,0.00854016077677747,0.0532723324304694,1.00328487114291,0.0227272727272727,0.961647727272727,8.84048741666667
LIRCMOP7_BC,30000,warm1000,88,1000,166.666666666667,0.0523551522931494,2.70987640250492,0.00744796752205399,0.0524085704157285,0.975168200325,0.046875,0.954545454545455,33.8693984583333
LIRCMOP7_BC,30000,resetAdam1000,88,1000,166.666666666667,0.0523533316201586,2.70988577775124,0.00745103073228683,0.0524065582200925,0.975077964651887,0.046875,0.954545454545455,31.82658525
LIRCMOP7_BC,30000,fresh1000,88,1000,166.666666666667,0.0744405848699077,4.1570114216264,0.0184519730778211,0.0736363123258083,1.06388603091327,0.0866477272727273,0.973011363636364,33.6029415
LIRCMOP7_BC,30000,noAdv1000,88,1000,166.666666666667,0.0523615824882206,2.70991253368488,0.00744184036504499,0.0524141510646806,0.975223825773298,0.0454545454545455,0.954545454545455,33.2472463333333
LIRCMOP7_BC,30000,uniformGap1000,88,1000,166.666666666667,0.0513497247145063,2.72009935395781,0.00747207264296833,0.0514784067858373,0.965572778745721,0.0681818181818182,0.951704545454545,29.3888544583333
