problem,FE,generatorLR,updates,RMSE,relativeError,thickness,objectiveRMSE,feasibleLabelAccuracy,infeasibleLabelAccuracy,seconds
LIRCMOP7_BC,30000,0.001,1000,0.0498644589935881,2.62085062338091,0.00464564530414408,0.950039344603908,0.0667613636363636,0.936079545454545,37.6289472083333
LIRCMOP9_BC,30000,0.001,1000,0.115917453658963,8.61516974670607,0.013562842496265,0.811186318198334,0.388888888888889,0.513888888888889,33.01069325
