problem,seed,arm,FE,threshold,baselineShortMidpoints,currentShortMidpoints,novelSeparatedWitnesses,witnessesCoveredByP1
LIRCMOP7_BC,13,stable_no_side,50000,0.01,27,27,0,0
LIRCMOP7_BC,13,stable_no_side,51000,0.01,27,26,0,0
LIRCMOP7_BC,13,stable_no_side,52000,0.01,27,31,2,2
LIRCMOP7_BC,13,stable_no_side,53000,0.01,27,31,2,2
LIRCMOP7_BC,13,stable_no_side,54000,0.01,27,34,3,3
LIRCMOP7_BC,13,stable_no_side,55000,0.01,27,34,3,3
LIRCMOP7_BC,13,stable_no_side,56000,0.01,27,32,4,4
LIRCMOP7_BC,13,stable_no_side,57000,0.01,27,32,5,5
LIRCMOP7_BC,13,stable_no_side,58000,0.01,27,33,5,5
LIRCMOP7_BC,13,stable_no_side,59000,0.01,27,33,5,5
LIRCMOP7_BC,13,stable_no_side,60000,0.01,27,34,5,5
LIRCMOP7_BC,13,stable_no_side,61000,0.01,27,34,7,7
LIRCMOP7_BC,13,stable_no_side,62000,0.01,27,36,10,10
LIRCMOP7_BC,13,stable_no_side,63000,0.01,27,34,10,9
LIRCMOP7_BC,13,stable_no_side,64000,0.01,27,35,10,9
LIRCMOP7_BC,13,stable_no_side,65000,0.01,27,33,11,10
LIRCMOP7_BC,13,stable_no_side,66000,0.01,27,35,12,11
LIRCMOP7_BC,13,stable_no_side,67000,0.01,27,35,12,10
LIRCMOP7_BC,13,stable_no_side,68000,0.01,27,36,12,10
LIRCMOP7_BC,13,stable_no_side,69000,0.01,27,38,14,12
LIRCMOP7_BC,13,stable_no_side,70000,0.01,27,39,14,13
LIRCMOP7_BC,13,stable_no_side,71000,0.01,27,38,14,13
LIRCMOP7_BC,13,stable_no_side,72000,0.01,27,41,17,15
LIRCMOP7_BC,13,stable_no_side,73000,0.01,27,43,18,16
LIRCMOP7_BC,13,stable_no_side,74000,0.01,27,42,18,16
LIRCMOP7_BC,13,stable_no_side,75000,0.01,27,41,17,15
LIRCMOP7_BC,13,stable_no_side,76000,0.01,27,40,17,15
LIRCMOP7_BC,13,stable_no_side,77000,0.01,27,41,19,16
LIRCMOP7_BC,13,stable_no_side,78000,0.01,27,43,19,16
LIRCMOP7_BC,13,stable_no_side,79000,0.01,27,42,19,16
LIRCMOP7_BC,13,stable_no_side,80000,0.01,27,43,19,16
LIRCMOP7_BC,13,stable_no_side,81000,0.01,27,43,19,16
LIRCMOP7_BC,13,stable_no_side,82000,0.01,27,42,18,15
LIRCMOP7_BC,13,stable_no_side,83000,0.01,27,42,18,15
LIRCMOP7_BC,13,stable_no_side,84000,0.01,27,45,21,18
LIRCMOP7_BC,13,stable_no_side,85000,0.01,27,44,19,18
LIRCMOP7_BC,13,stable_no_side,86000,0.01,27,45,19,18
LIRCMOP7_BC,13,stable_no_side,87000,0.01,27,43,17,16
LIRCMOP7_BC,13,stable_no_side,88000,0.01,27,44,18,17
LIRCMOP7_BC,13,stable_no_side,89000,0.01,27,41,16,14
LIRCMOP7_BC,13,stable_no_side,90000,0.01,27,44,18,16
LIRCMOP7_BC,13,stable_no_side,91000,0.01,27,40,18,16
LIRCMOP7_BC,13,stable_no_side,92000,0.01,27,39,18,15
LIRCMOP7_BC,13,stable_no_side,93000,0.01,27,41,20,17
LIRCMOP7_BC,13,stable_no_side,94000,0.01,27,38,19,17
LIRCMOP7_BC,13,stable_no_side,95000,0.01,27,41,22,18
LIRCMOP7_BC,13,stable_no_side,96000,0.01,27,41,23,19
LIRCMOP7_BC,13,stable_no_side,97000,0.01,27,40,22,17
LIRCMOP7_BC,13,stable_no_side,98000,0.01,27,41,23,17
LIRCMOP7_BC,13,stable_no_side,99000,0.01,27,42,24,18
LIRCMOP7_BC,13,stable_no_side,100000,0.01,27,42,25,18
LIRCMOP7_BC,13,stable_no_side,50000,0.02,150,150,0,0
LIRCMOP7_BC,13,stable_no_side,51000,0.02,150,157,5,4
LIRCMOP7_BC,13,stable_no_side,52000,0.02,150,165,6,4
LIRCMOP7_BC,13,stable_no_side,53000,0.02,150,167,7,5
LIRCMOP7_BC,13,stable_no_side,54000,0.02,150,176,8,6
LIRCMOP7_BC,13,stable_no_side,55000,0.02,150,177,8,6
LIRCMOP7_BC,13,stable_no_side,56000,0.02,150,174,10,8
