problem,run,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
DASCMOP2_BC,1,1,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,1,399,1,1,35,1,329,329,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_BC,1,2,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,2,398,2,1,34,1,646,646,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_BC,1,3,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,7,393,2,2,26,1,47,47,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_BC,1,4,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,16,384,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_BC,1,5,0,0,NaN,0,0,NaN,NaN,0,0,3,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,50,350,1,1,26,1,280,280,0,0,0,0,0,0,0,0,0,0,0
DASCMOP2_BC,1,6,4,1,0.04,4,0,0.033126730586439,0.0652875175797116,4,16,3,0.000209391195100246,100,0.773966591540904,0.88551068054214,0,13,3,16,0,4,0.23412007793773,0.240182552979496,0,0.242628872977634,64.3088888158844,0.875,0.041289005541557,0,0.235964707147886,0.24263962552942,0,400,0,400,400,133,267,4,4,55,4,423,0,4,4,4,4,4,4,4,4,4,0,16
DASCMOP2_BC,1,7,4,1,0.04,4,0,0.0174954324984751,0.0184003380477991,4,10,3,0.000209391195100246,100,0.863306548184934,0.984130750646945,0,7,3,10,0,2.5,0.420357037610801,0.438933462050742,0,0.438933462050742,206.937692574533,0.7,0.112036935832284,0,0.42229815460692,0.44015477748193,0,400,4,408,408,182,226,9,4,64,4,712,0,4,4,4,4,4,4,4,4,4,0,10
DASCMOP2_BC,1,8,5,1,0.05,5,0,0.0191774613722635,0.0217215943890537,5,13,3,0.000261738993875308,100,0.566283179162145,0.770318419243594,0,9,4,13,0,2.6,0.320020874992592,0.333257003831001,0,0.334213005527767,146.755699704536,0.692307692307692,0.0247088956494571,0,0.320091369158424,0.335645389789164,0,400,4,408,408,255,153,13,7,70,7,889,0,7,7,7,7,5,5,5,5,5,0,13
DASCMOP2_BC,1,9,6,1,0.06,6,0,0.0257630276726617,0.0321472773176973,6,12,3,0.000314086792650369,100,0.708343733730597,1.09200486352451,0,7,5,12,0,2,0.280673251002396,0.298503038550613,0,0.298503038550613,153.372192067429,1,0.0590380353882942,0,0.282517482015309,0.298584758966497,0,400,5,410,410,236,174,28,7,73,7,1628,0,7,7,7,7,6,6,6,6,6,0,12
DASCMOP2_BC,1,10,8,1,0.08,8,0,0.00646496568408224,0.0151987708396661,8,17,3,0.000418782390200492,100,0.826433775384309,1.07403117139265,0,10,7,17,0,2.125,0.195197264821036,0.206339367208271,0,0.207051453848751,104.29912793759,0.705882352941177,0.0687953203054569,0,0.198323111182109,0.207527758665319,0,400,6,412,412,194,218,28,8,66,8,2483,0,8,8,8,8,8,8,8,8,8,0,17
DASCMOP2_BC,1,11,10,1,0.1,10,0,0.0115541873498174,0.0201895105916927,10,17,3,0.000523477987750615,100,0.719900739919745,1.01028927954278,0,8,9,17,1,1.7,0.052029676060968,0.0551611727349911,0,0.0586266217547552,38.0688912084143,0.647058823529412,0.0813302709654951,0.2,0.0538935088662521,0.0587201784883686,0.0588235294117647,400,8,416,416,171,245,33,11,80,11,3131,0,11,11,11,11,10,10,10,10,10,0,17
DASCMOP2_BC,1,12,12,1,0.12,12,0,0.0145310036425863,0.0382252441535652,12,18,3,0.000628173585300738,100,0.829417070295704,1.07066609092618,0,7,11,18,0,1.5,0.224338381836989,0.245611544412287,0,0.24671643319826,164.75340072362,0.944444444444444,0.110149778364284,0,0.22556110435364,0.247115181264143,0,400,10,420,420,184,236,37,13,83,13,2970,0,13,13,13,13,12,12,12,12,12,0,18
DASCMOP2_BC,1,13,12,1,0.12,12,0,0.0154808625090513,0.0212217470701023,12,20,3,0.000628173585300738,100,0.855308408514859,1.0689152809802,0,9,11,20,0,1.66666666666667,0.499152682826424,0.518431382249172,0,0.519196596694222,301.154776726339,0.9,0.115165952787213,0,0.502065710693747,0.519310409961843,0,400,12,424,424,177,247,29,13,86,13,2177,0,13,13,13,13,12,12,12,12,12,0,20
