problem,mode,runs,IGDAUCMean,IGDAUCStd,finalIGDMean,finalIGDStd,finalHVMean,finalHVStd,quotaOccupancyMean,quotaOccupancyStd,postModelQuotaOccupancyMean,postModelQuotaOccupancyStd,nativeBandRateMean,nativeBandRateStd,projectionMedianMean,projectionMedianStd,uniqueGuidedUpdateRateMean,uniqueGuidedUpdateRateStd,trainingSecondsMean,trainingSecondsStd,wallSecondsMean,wallSecondsStd
LIRCMOP5_BC,cgan,3,0.655024592359814,0.183372762071317,0.0176341351547429,0.000863329039100872,0.285021964812863,0.000966869890740143,0.952571810287241,0.00231402913502856,1,0,NaN,NaN,NaN,NaN,0.107062044226973,0.0646340764724997,491.128220875,125.439531714165,589.962661902778,143.661703506059
LIRCMOP6_BC,cgan,3,0.706386177115393,0.147674177563771,0.0152986843572294,0.0041733053068078,0.19247301970316,0.0020216618137176,0.821643286573146,0.177068596136639,0.869134095878282,0.182813580547469,NaN,NaN,NaN,NaN,0.12656620936936,0.086749635131767,514.474297069445,294.630105963759,610.624031777778,327.213604298846
LIRCMOP7_BC,cgan,3,0.326340060116092,0.0234062257440196,0.00800722337305293,0.000335773182484729,0.293925722004955,0.000130513132904803,0.961923847695391,0.00347104370254284,0.999305555555556,0.00120281306081172,NaN,NaN,NaN,NaN,0.32750290918436,0.0192212085798711,756.075676847222,263.668577493948,874.300606597222,303.260787775761
LIRCMOP8_BC,cgan,3,0.393722915996922,0.0375975039665653,0.00803423805158137,0.000218546948576142,0.293759032409562,0.000169391967679859,0.954575818303273,0.00306117280892174,1,0,NaN,NaN,NaN,NaN,0.331323461249728,0.0192219053497935,734.698186513889,284.923211355329,849.418933625,330.307188928855
