problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,train_count,query_count,raw_generated_count,feasible_generated_count,boundary_dist50,boundary_dist90,query_width90,generated_new_ref_hit_rate,train_dec_rmse,train_obj_dist50,train_obj_dist90,train_feasible_rate,query_obj_dist50,query_obj_dist90,feasible_rate,branch,ganIter,outDir
DASCMOP1_BC,1,10000,10048,45,14,1,14,5,20,20,0.00179932331858553,0.028857938057928,0.00335485585283633,1,0.156045272283778,0.0257990928037565,0.0336361805843768,1,0.025406895692793,0.0297583761977388,1,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP1_BC,1,30000,30068,136,28,1,28,5,20,0,0.0495368223414843,0.0552317340490427,0.0023820848194717,1,0.0701437302590367,0.0205058549733274,0.0455380670660294,0.285714285714286,0.0783022057410996,0.0970537288169936,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP1_BC,1,50000,50088,227,37,1,37,5,20,0,0.0165303744807929,0.0436643107924371,0.000816790752493185,1,0.0843012635603792,0.0199604320658092,0.0669634176647545,0.432432432432432,0.067182707822926,0.0940465740830383,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP1_BC,1,70000,70108,318,33,1,33,5,20,4,0.0333225374152884,0.0467515877994951,0.000711661076754482,1,0.0873463790510846,0.0158622358388784,0.0368511262260377,0.515151515151515,0.0915905550573392,0.117223761188094,0.2,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP1_BC,1,100000,100028,454,32,1,32,5,20,0,0.0459000191051588,0.050608528446836,0.000213788769434539,1,0.0723526404070831,0.0108316296630558,0.0290629861541317,0.53125,0.0805315524063549,0.113416240993793,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP2_BC,1,10000,10040,45,15,1,15,5,20,0,0.036725891524862,0.0374092023541944,0.00074333692166378,1,0.112895446575073,0.0387020340196102,0.0414666896263506,0,0.0397676914481963,0.0418944036176599,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP2_BC,1,30000,30060,136,45,1,45,5,20,8,0.0212136685069449,0.0220238273822722,0.000290778526022934,1,0.119886897082151,0.0169274733214074,0.0362809957745939,0.244444444444444,0.0330989077921421,0.0397799793134797,0.4,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP2_BC,1,50000,50080,227,48,1,48,5,20,0,0.0119732060557909,0.0269261494040225,0.000401663505813966,1,0.11553498918009,0.0164175146198512,0.0385125749716939,0.416666666666667,0.0218853687537626,0.0287284775581738,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP2_BC,1,70000,70100,318,50,1,50,5,20,3,0.01115053749402,0.0125654481529255,0.000387108998075874,1,0.103278393390623,0.0226095389359263,0.042439056759586,0.16,0.0208261537362659,0.0249065718126958,0.15,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
DASCMOP2_BC,1,100000,100020,454,50,1,50,5,20,4,0.0033688365484699,0.0113615665880524,0.00056859165147862,1,0.128112985129426,0.0100425989451417,0.0323217200155084,0.4,0.0219552638684072,0.0279075817649041,0.2,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP6_BC,1,10000,10184,49,19,1,19,5,20,4,0.00345746036205105,0.00413433339534669,0.000301569212577039,1,0.0713359986171294,0.0150140211810795,0.0751370173145306,0.157894736842105,0.00595199346012107,0.0608123696680096,0.2,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP6_BC,1,30000,30204,140,69,1,69,5,20,0,0.00713128754065892,0.00719647520470576,0.000292719370530971,0.6,0.0727746007213296,0.00896045078483748,0.0300955171073024,0.289855072463768,0.0104692738265689,0.0111427495713127,0,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP6_BC,1,50000,50004,230,73,1,73,5,20,4,0.000426443287531352,0.00169359486332457,0.00046156441959103,1,0.0724391997097521,0.00410326284629388,0.00938775417880408,0.356164383561644,0.00281251823017767,0.00359955394892377,0.2,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP6_BC,1,70000,70024,321,72,1,72,5,20,12,0.000285399022847079,0.00059780759410232,0.00113204016363467,0,0.0766939741215088,0.00781970926580888,0.0212815440150926,0.291666666666667,0.00951384428198773,0.0108455289247677,0.6,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP6_BC,1,100000,100164,458,64,1,64,5,20,20,0.0264115391065792,0.0331134698872148,0.000401122084857523,0.2,0.0359594759529227,0.000674479874619864,0.00531120447130874,0.96875,0.0552010360570078,0.0647165478477501,1,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP8_BC,1,10000,10152,48,34,1,34,5,20,3,0.00342609703264326,0.00571489824081411,0.00765181578876218,0.7,0.068410398679511,0.025890865927199,0.0477739969398617,0.0588235294117647,0.0270120347597158,0.0445578624282253,0.15,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP8_BC,1,30000,30172,139,62,1,62,5,20,2,0.00530760777339969,0.00741817553795393,0.0024371816632043,0.8,0.0659431718344548,0.00716535229291248,0.0234395564340558,0.193548387096774,0.00719220429728326,0.011410652373134,0.1,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP8_BC,1,50000,50192,230,80,1,80,5,20,8,0.00193348116476336,0.00935149052201836,0.00190731720566732,0,0.0561937824556178,0.00541948111709024,0.0362296478107959,0.1875,0.00344354510250303,0.0131736134228464,0.4,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP8_BC,1,70000,70212,321,80,1,80,5,20,13,0.000543742914513177,0.00119179197574713,0.00271850554855224,1,0.0517734780261392,0.00427549730492715,0.00868582040112466,0.1875,0.0151365103221857,0.0193386078975943,0.65,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
LIRCMOP8_BC,1,100000,100132,457,84,1,84,5,20,1,0.00179905515950305,0.00325569556735225,0.00114216363281118,0,0.0784092586946782,0.00581380561089942,0.0124310892142855,0.130952380952381,0.00327350928664238,0.00869805714717091,0.05,single,100,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/branch_ablation_chain_vs_single_20260621_195647/single_iter100
